,Epoch,Loss,Aggregate Accuracy,Aggregate Recall,Aggregate Precision,Aggregate Avg. Precision,TP,TN,FP,FN,Aggregate F1_Score,Shard
0,0,0.7298140525817871,0.3186236889229982,0.9506984387838948,0.18010585305105853,0.3404370229911691,1157,1334,5267,60,0.3028399424159141,0.0
