,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,0.2891965412855148,0.9214000105857849,0.3029633109927177,0.9147499799728394
1,0.16468707285821438,0.9545999765396118,0.17388246911019087,0.9497833251953125
2,0.12079598006904126,0.9656000137329102,0.12743493019913635,0.9640166759490967
3,0.09889327954947949,0.9704999923706055,0.10166365556319555,0.9712499976158142
4,0.08508150011859834,0.974399983882904,0.0851934997515132,0.9763333201408386
5,0.07662982872724533,0.9753999710083008,0.07491859397552908,0.9788333177566528
6,0.0682418936688453,0.9787999987602234,0.06555446696542204,0.9820333123207092
7,0.06252873053178191,0.9793000221252441,0.05813116995741924,0.9838833212852478
8,0.059209995955601336,0.98089998960495,0.05333187211503585,0.9851666688919067
9,0.057272415982745586,0.9815999865531921,0.04924760491040846,0.9861666560173035
10,0.05391167743233964,0.9824000000953674,0.04592920361201589,0.9869833588600159
11,0.051356679404433815,0.9833999872207642,0.042427646532127015,0.9881500005722046
12,0.05044729333147407,0.9829999804496765,0.03973248866967236,0.9889333248138428
13,0.04853883391604759,0.9842000007629395,0.03738638678703768,0.989300012588501
14,0.04756859850443434,0.9840999841690063,0.035569793796384086,0.989799976348877
15,0.04750200254274532,0.9843000173568726,0.03387906587269778,0.9904000163078308
16,0.04562319855382666,0.9853000044822693,0.03209073850169467,0.9907000064849854
17,0.04535540276924148,0.9853000044822693,0.030129887707073554,0.991599977016449
18,0.044460210357001054,0.9860000014305115,0.029192161938967183,0.991683304309845
19,0.044498349967214745,0.9854999780654907,0.02726006530877203,0.9924499988555908
20,0.04558192754578776,0.9857000112533569,0.026270171601123486,0.9924666881561279
21,0.044568317383341494,0.98580002784729,0.02526600480126605,0.992900013923645
22,0.04343861716850661,0.9861999750137329,0.02368611217882717,0.9931666851043701
23,0.04381768402790185,0.9854999780654907,0.022436752738256474,0.9937000274658203
24,0.044628069218614834,0.9861000180244446,0.022232391722527486,0.9936000108718872
25,0.04634129006587027,0.9853000044822693,0.02161947428920151,0.9936500191688538
26,0.04333122383054579,0.98580002784729,0.019457174580571397,0.9945666790008545
27,0.0443293473515485,0.9858999848365784,0.018565896418954557,0.9948499798774719
28,0.043240892612386964,0.9861999750137329,0.017769903158099624,0.995033323764801
29,0.0424668939738709,0.9868999719619751,0.017408457334535585,0.9953166842460632
