,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,0.1163623073875904,0.9646000266075134,0.12158858688026666,0.9646166563034058
1,0.06731334210187197,0.9767000079154968,0.06372527187808107,0.9818833470344543
2,0.0516083426002413,0.9821000099182129,0.04439841230530292,0.9874666929244995
3,0.045980050449073315,0.9850999712944031,0.03507662412449718,0.9901333451271057
4,0.04526074598978739,0.9839000105857849,0.026802705377549866,0.9926166534423828
5,0.04322370323347859,0.9855999946594238,0.02294763910485587,0.993399977684021
6,0.046142225378972945,0.9842000007629395,0.017715756106054567,0.9951666593551636
7,0.04357989570838399,0.9866999983787537,0.01514927651026131,0.9959999918937683
8,0.04410144440676668,0.9860000014305115,0.011645463906944497,0.9969833493232727
9,0.043688488262099416,0.9853000044822693,0.009254698297667589,0.9977999925613403
10,0.04764115125666431,0.9850000143051147,0.009074958335475336,0.9977166652679443
11,0.0470531944325714,0.9854999780654907,0.006116541055588217,0.998533308506012
12,0.04778558826245789,0.9858999848365784,0.006192973480958123,0.9984999895095825
13,0.046378631974007295,0.9861999750137329,0.004171016242084685,0.9991000294685364
14,0.04915581780285065,0.9860000014305115,0.004109849616919867,0.9991000294685364
15,0.05569493797493415,0.9864000082015991,0.003167480385690093,0.9994000196456909
16,0.050981142394480775,0.9861999750137329,0.002845791915288343,0.9993500113487244
17,0.05694276264304644,0.9861999750137329,0.0028086951185495005,0.9993000030517578
18,0.059962752642168195,0.986299991607666,0.002573847335229402,0.9993500113487244
19,0.0652373776463126,0.9850999712944031,0.004037397879486222,0.9987999796867371
20,0.05659439393350876,0.9865999817848206,0.0014013874380189614,0.9997666478157043
21,0.05808924851693791,0.9872999787330627,0.0015505405076473228,0.9996833205223083
22,0.06759313911236277,0.9854999780654907,0.0017721663643957071,0.9995999932289124
23,0.07374819032670639,0.9847000241279602,0.0016799267335123659,0.9995666742324829
24,0.07111314924040635,0.9854999780654907,0.0012035247005958202,0.9997000098228455
25,0.06951697948253768,0.9861999750137329,0.0008433486748102344,0.9998833537101746
26,0.07223731615469642,0.9858999848365784,0.001149144031521367,0.9998000264167786
27,0.07952772928419181,0.9858999848365784,0.0008563351597590251,0.999833345413208
28,0.07191027830378789,0.9860000014305115,0.0009309556831249817,0.9998166561126709
29,0.07637632164164425,0.9866999983787537,0.000805160309827564,0.9998499751091003
