,Centralized Accuracy,Centralized Loss
0,0.8842666745185852,0.3767865901609262
1,0.9571166634559631,0.14073906086608767
2,0.9684333205223083,0.10401691387221217
3,0.9743666648864746,0.08296430925292274
4,0.9787499904632568,0.06710677960086614
5,0.982866644859314,0.05413619888378307
6,0.9867833256721497,0.04250349989493843
7,0.9901000261306763,0.03224650529405723
8,0.9923333525657654,0.025249819490041896
9,0.9942833185195923,0.018779916001823344
10,0.9957000017166138,0.01500903614964142
11,0.9957500100135803,0.013774695808596152
12,0.9972833395004272,0.009297752084571282
13,0.9968500137329102,0.010282784164786668
14,0.9974833130836487,0.00825745172667351
15,0.9973000288009644,0.008238335637396933
16,0.9976666569709778,0.007919090375018034
17,0.9985833168029785,0.005206133791409957
18,0.9976000189781189,0.007372576937139942
19,0.9980999827384949,0.0062259591549716185
20,0.9980000257492065,0.005619572910589947
21,0.9981666803359985,0.005643999818893948
22,0.9980000257492065,0.005719108527709129
23,0.9984666705131531,0.0042824582716392496
24,0.9984999895095825,0.004518410163098633
25,0.998199999332428,0.005737018411591635
26,0.9985166788101196,0.004602504830638464
27,0.9981833100318909,0.005714906156305248
28,0.9987000226974487,0.00446428111482716
29,0.9989500045776367,0.0037303661047068696
