,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,3.3125,1.5,11.0,15.4375,0.8629999756813049,0.31036734986305237,0.0,2.375,28.625,0.0,0.9203628897666931,0.29978154840007903,0.0,0.0,4.0,0.0,1.0,0.26373225450515747,0.0,4.0625,27.1875,0.0,0.8579999804496765,0.37744957756996156
