,FN,FP,TN,TP,accuracy,loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,6.0,0.0,12.5,12.75,0.8169999718666077,0.4435516686439514,0.0,21.875,0.125,9.25,0.30300000309944153,1.5151604833602905
