,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,3.6875,0.0625,12.4375,15.0625,0.8659999966621399,0.32113128781318667,0.0,0.0,30.461538314819336,0.0,1.0,0.054538807897555705,0.0,6.5,24.75,0.0,0.7910000085830688,0.7891215107440949
