,FN,FP,TN,TP,accuracy,loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,6.375,0.5,12.0,12.375,0.7739999890327454,0.645068959236145,0.0,22.0,0.0,9.25,0.29600000381469727,0.7471005411148072
