,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,13.5,0.1875,12.3125,5.25,0.550000011920929,0.6862913904190063,0.0,0.07692307978868484,30.69230842590332,0.0,0.9787499904632568,0.6203284478187561,0.0,0.0,25.0,0.0,0.9950000047683716,0.6260036802291871,0.0,0.5625,30.6875,0.0,0.9679999947547913,0.6267536630630494
