,accuracy,auc,false_negatives,false_positives,loss,precision,recall,subject_52_accuracy,subject_52_auc,subject_52_false_negatives,subject_52_false_positives,subject_52_loss,subject_52_precision,subject_52_recall,subject_52_true_negatives,subject_52_true_positives,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.9468181729316711,0.9831362366676331,113.0,121.0,0.1658131139386784,0.9451992511749268,0.9486363530158997,0.6203703880310059,0.9874086380004883,0.0,697.0,0.8552656888572219,0.17903415858745575,1.0,987.0,152.0,2079.0,2087.0,0.6203703880310059,0.9874086380004883,0.0,697.0,0.8552656908700149,0.17903415858745575,1.0,987.0,152.0
1,0.9538636207580566,0.987277626991272,91.0,112.0,0.14739893265745857,0.9495722651481628,0.9586363434791565,0.8148148059844971,0.993932843208313,0.0,340.0,0.4363372946941255,0.30894309282302856,1.0,1344.0,152.0,2088.0,2109.0,0.8148148059844971,0.993932843208313,0.0,340.0,0.43633729005171584,0.30894309282302856,1.0,1344.0,152.0
2,0.9602272510528564,0.9915227293968201,80.0,95.0,0.12833412511782213,0.957110583782196,0.9636363387107849,0.45315903425216675,0.9911551475524902,0.0,1004.0,1.201798481749034,0.1314878910779953,1.0,680.0,152.0,2105.0,2120.0,0.45315903425216675,0.9911551475524902,0.0,1004.0,1.2017984959035137,0.1314878910779953,1.0,680.0,152.0
3,0.9624999761581421,0.9916407465934753,65.0,100.0,0.12441330044107003,0.9552572965621948,0.9704545736312866,0.563725471496582,0.9936163425445557,0.0,801.0,0.9241016986323338,0.15949632227420807,1.0,883.0,152.0,2100.0,2135.0,0.563725471496582,0.9936163425445557,0.0,801.0,0.9241017040863536,0.15949632227420807,1.0,883.0,152.0
4,0.9677272439002991,0.9936206936836243,52.0,90.0,0.11207014853304083,0.959785521030426,0.9763636589050293,0.7821350693702698,0.9936163425445557,0.0,400.0,0.4925901720986127,0.2753623127937317,1.0,1284.0,152.0,2110.0,2148.0,0.7821350693702698,0.9936163425445557,0.0,400.0,0.4925901740464769,0.2753623127937317,1.0,1284.0,152.0
5,0.9693182110786438,0.994232714176178,58.0,77.0,0.10659992081197825,0.965299665927887,0.9736363887786865,0.8578431606292725,0.9955306053161621,0.0,261.0,0.3437790513233422,0.36803874373435974,1.0,1423.0,152.0,2123.0,2142.0,0.8578431606292725,0.9955306053161621,0.0,261.0,0.34377904989490843,0.36803874373435974,1.0,1423.0,152.0
6,0.9722727537155151,0.9951322674751282,49.0,73.0,0.09958185743201863,0.9671762585639954,0.9777272939682007,0.4716775715351105,0.9910047650337219,0.0,970.0,1.105475817500636,0.135472372174263,1.0,714.0,152.0,2127.0,2151.0,0.4716775715351105,0.9910047650337219,0.0,970.0,1.1054758167214902,0.135472372174263,1.0,714.0,152.0
7,0.973409116268158,0.9951939582824707,52.0,65.0,0.0981504378670996,0.9706280827522278,0.9763636589050293,0.6574074029922485,0.9935694336891174,0.0,629.0,0.7483087740432722,0.19462227821350098,1.0,1055.0,152.0,2135.0,2148.0,0.6574074029922485,0.9935694336891174,0.0,629.0,0.7483087730044113,0.19462227821350098,1.0,1055.0,152.0
8,0.9743182063102722,0.9954279661178589,40.0,73.0,0.09722331033511596,0.9673085808753967,0.9818181991577148,0.7450980544090271,0.993493378162384,0.0,468.0,0.565943138466941,0.2451612949371338,1.0,1216.0,152.0,2127.0,2160.0,0.7450980544090271,0.993493378162384,0.0,468.0,0.5659431370385072,0.2451612949371338,1.0,1216.0,152.0
9,0.9752272963523865,0.9963619709014893,53.0,56.0,0.08906923006881368,0.9745801091194153,0.9759091138839722,0.6601307392120361,0.9936281442642212,0.0,624.0,0.7368220010354368,0.19587628543376923,1.0,1060.0,152.0,2144.0,2147.0,0.6601307392120361,0.9936281442642212,0.0,624.0,0.7368219897378244,0.19587628543376923,1.0,1060.0,152.0
10,0.977045476436615,0.9962971210479736,41.0,60.0,0.08984010776335542,0.9729607701301575,0.9813636541366577,0.8355119824409485,0.993606686592102,0.0,302.0,0.3852445476714822,0.3348017632961273,1.0,1382.0,152.0,2140.0,2159.0,0.8355119824409485,0.993606686592102,0.0,302.0,0.38524454461982827,0.3348017632961273,1.0,1382.0,152.0
