,loss,accuracy,recall,precision,auc,false_positives,false_negatives,true_positives,true_negatives
0,0.0420967168873176,0.9934374988079071,0.9968750029802322,0.9907407388091087,0.9999999552965164,16.0,5.0,1595.0,1584.0
