,Epoch,Loss,Aggregate Accuracy,Aggregate Recall,Aggregate Precision,Aggregate Avg. Precision,TP,TN,FP,FN,Aggregate F1_Score,Shard
0,0,1.2900923490524292,0.7560757226912254,0.5957271980279375,0.338785046728972,0.3652262406671396,725,5186,1415,492,0.43193327375633006,0.0
