,accuracy,auc,false_negatives,false_positives,loss,precision,recall,subject_43_accuracy,subject_43_auc,subject_43_false_negatives,subject_43_false_positives,subject_43_loss,subject_43_precision,subject_43_recall,subject_43_true_negatives,subject_43_true_positives,subject_52_accuracy,subject_52_auc,subject_52_false_negatives,subject_52_false_positives,subject_52_loss,subject_52_precision,subject_52_recall,subject_52_true_negatives,subject_52_true_positives,subject_96_accuracy,subject_96_auc,subject_96_false_negatives,subject_96_false_positives,subject_96_loss,subject_96_precision,subject_96_recall,subject_96_true_negatives,subject_96_true_positives,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.9470454454421997,0.9882771372795105,114.0,119.0,0.16511065651069987,0.9460317492485046,0.9481818079948425,1.0,0.0,0.0,0.0,0.007099457898863939,0.0,0.0,396.0,0.0,0.867067813873291,0.6844207644462585,53.0,190.0,0.7959892645445642,0.10798121988773346,0.30263158679008484,1562.0,23.0,0.9633699655532837,0.4647575914859772,40.0,0.0,0.2194154772970607,0.0,0.0,1052.0,0.0,2081.0,2086.0,0.9146562218666077,0.6075888276100159,93.0,190.0,0.5119067076750917,0.10798121988773346,0.1982758641242981,3010.0,23.0
1,0.9502272605895996,0.9907964468002319,91.0,128.0,0.15194487409158186,0.9427804946899414,0.9586363434791565,1.0,0.0,0.0,0.0,0.023481226968343812,0.0,0.0,396.0,0.0,0.8386214375495911,0.6909471750259399,42.0,253.0,0.8866330202611844,0.11846689879894257,0.44736841320991516,1499.0,34.0,0.9633699655532837,0.5341492891311646,40.0,0.0,0.19375550593573587,0.0,0.0,1052.0,0.0,2072.0,2109.0,0.8989746570587158,0.6126844882965088,82.0,253.0,0.5553814071366525,0.11846689879894257,0.2931034564971924,2947.0,34.0
2,0.9470454454421997,0.9897895455360413,112.0,121.0,0.15529107082973828,0.9452241063117981,0.9490908980369568,1.0,0.0,0.0,0.0,0.007215480569449037,0.0,0.0,396.0,0.0,0.8659737706184387,0.693324089050293,53.0,192.0,0.7656033336464112,0.10697674751281738,0.30263158679008484,1560.0,23.0,0.9633699655532837,0.49467676877975464,40.0,0.0,0.20752824768048775,0.0,0.0,1052.0,0.0,2079.0,2088.0,0.9140530824661255,0.6167591214179993,93.0,192.0,0.4912549625403631,0.10697674751281738,0.1982758641242981,3008.0,23.0
3,0.9545454382896423,0.9917947053909302,94.0,106.0,0.14612206342545422,0.9520795941352844,0.9572727084159851,1.0,0.0,0.0,0.0,0.02388888822322843,0.0,0.0,396.0,0.0,0.8068927526473999,0.6951904892921448,36.0,317.0,0.98314964379993,0.1120448186993599,0.5263158082962036,1435.0,40.0,0.9633699655532837,0.5275309085845947,40.0,0.0,0.19461195669290457,0.0,0.0,1052.0,0.0,2094.0,2106.0,0.8814837336540222,0.6164224147796631,76.0,317.0,0.6089185246224857,0.1120448186993599,0.3448275923728943,2883.0,40.0
4,0.9609090685844421,0.9931286573410034,77.0,95.0,0.1374229635162787,0.9571686387062073,0.9649999737739563,1.0,0.0,0.0,0.0,0.004304887237723427,0.0,0.0,396.0,0.0,0.8818380832672119,0.6852656602859497,59.0,157.0,0.7207573352287844,0.09770114719867706,0.22368420660495758,1595.0,17.0,0.9633699655532837,0.5076996088027954,40.0,0.0,0.20983737874298525,0.0,0.0,1052.0,0.0,2105.0,2123.0,0.9227985739707947,0.6229727268218994,99.0,157.0,0.4669454334836242,0.09770114719867706,0.1465517282485962,3043.0,17.0
5,0.9618181586265564,0.9938015937805176,71.0,97.0,0.13194583667950197,0.9564240574836731,0.9677272439002991,1.0,0.0,0.0,0.0,0.016043327861663067,0.0,0.0,396.0,0.0,0.8222100734710693,0.6976537704467773,38.0,287.0,0.9439794177299516,0.11692307889461517,0.5,1465.0,38.0,0.9633699655532837,0.5372623205184937,40.0,0.0,0.189261279659066,0.0,0.0,1052.0,0.0,2103.0,2129.0,0.8899276256561279,0.6258674263954163,78.0,287.0,0.5846263120811437,0.11692307889461517,0.32758620381355286,2913.0,38.0
6,0.9577272534370422,0.9928445816040039,79.0,107.0,0.13551381184296174,0.9519748687744141,0.964090883731842,1.0,0.0,0.0,0.0,0.015770635101944208,0.0,0.0,396.0,0.0,0.8320568799972534,0.7048035264015198,40.0,267.0,0.8971128270714758,0.11881188303232193,0.4736842215061188,1485.0,36.0,0.9633699655532837,0.5251306891441345,40.0,0.0,0.199342257322764,0.0,0.0,1052.0,0.0,2093.0,2121.0,0.8953558206558228,0.624164879322052,80.0,267.0,0.5620775498153218,0.11881188303232193,0.3103448152542114,2933.0,36.0
7,0.9629545211791992,0.9948570728302002,75.0,88.0,0.12495854158293117,0.9602349996566772,0.9659090638160706,1.0,0.0,0.0,0.0,0.023133958821570634,0.0,0.0,396.0,0.0,0.828774631023407,0.6807783246040344,43.0,270.0,0.8977427665201266,0.10891088843345642,0.43421053886413574,1482.0,33.0,0.9633699655532837,0.5113474130630493,40.0,0.0,0.19737576798027578,0.0,0.0,1052.0,0.0,2112.0,2125.0,0.893546462059021,0.6082664728164673,83.0,270.0,0.5626565618631492,0.10891088843345642,0.2844827473163605,2930.0,33.0
8,0.960454523563385,0.9944985508918762,79.0,95.0,0.12621188781478188,0.957129955291748,0.964090883731842,1.0,0.0,0.0,0.0,0.0018686297763552931,0.0,0.0,396.0,0.0,0.8610503077507019,0.6892874240875244,48.0,206.0,0.828825130243531,0.11965811997652054,0.3684210479259491,1546.0,28.0,0.9633699655532837,0.4979443848133087,40.0,0.0,0.2110112841657257,0.0,0.0,1052.0,0.0,2105.0,2121.0,0.9113389849662781,0.6275741457939148,88.0,206.0,0.5266152591196274,0.11965811997652054,0.24137930572032928,2994.0,28.0
9,0.9654545187950134,0.9944783449172974,76.0,76.0,0.12297439236532558,0.9654545187950134,0.9654545187950134,1.0,0.0,0.0,0.0,0.021041412282772738,0.0,0.0,396.0,0.0,0.8413566946983337,0.6782023310661316,45.0,245.0,0.8430434267160929,0.11231884360313416,0.40789473056793213,1507.0,31.0,0.9633699655532837,0.49847912788391113,40.0,0.0,0.2080898228145781,0.0,0.0,1052.0,0.0,2124.0,2124.0,0.9004825353622437,0.6025485396385193,85.0,245.0,0.5357810147870579,0.11231884360313416,0.26724138855934143,2955.0,31.0
