,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.0625,0.625,11.875,18.6875,0.9769999980926514,0.1692351404428482,13.25,0.0,18.0,0.0,0.5770000219345093,1.12363782787323,13.25,0.0,18.0,0.0,0.5770000219345093,1.1236378164291383
1,0.0625,0.6875,11.8125,18.6875,0.9769999980926514,0.14397689175605774,13.25,0.0,18.0,0.0,0.578000009059906,1.0740013456344604,13.25,0.0,18.0,0.0,0.578000009059906,1.0740013332366944
