,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.9375,0.625,11.875,17.8125,0.9570000171661377,0.18438638496398926,0.0,0.0,31.0,0.0,0.992943525314331,0.15571532134086855,0.0,4.0,0.0,0.0,0.0,2.4885058403015137,0.0,0.25,31.0,0.0,0.9850000143051147,0.17437764239311218
1,0.375,0.25,12.25,18.375,0.9779999852180481,0.1467803132534027,0.0,0.8125,30.1875,0.0,0.9475806355476379,0.26979888639142435,0.0,4.0,0.0,0.0,0.0,3.4220871925354004,0.0,1.0625,30.1875,0.0,0.9399999976158142,0.2950171792507172
