,FN,FP,TN,TP,accuracy,loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.375,0.0625,12.4375,18.375,0.9860000014305115,0.1125522608757019,0.0,22.0,0.0,9.25,0.29600000381469727,2.4251243953704833,0.0,22.0,0.0,9.25,0.29600000381469727,2.4251243476867677
1,0.25,0.0,12.5,18.5,0.9909999966621399,0.10118621206283569,0.0,22.0,0.0,9.25,0.29600000381469727,2.354519374847412,0.0,22.0,0.0,9.25,0.29600000381469727,2.354519454956055
