,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.5625,0.0625,12.4375,18.1875,0.9769999980926514,0.12897032976150513,0.0,0.1538461595773697,30.30769157409668,0.0,0.9861111044883728,0.11923913507148473,0.0,26.0,0.0,0.0,0.0,3.8095039954552283,0.0,6.625,24.625,0.0,0.781000018119812,0.8868141942024231
1,0.4375,0.125,12.375,18.3125,0.9819999933242798,0.1198231053352356,0.0,0.1538461595773697,30.30769157409668,0.0,0.9911616444587708,0.1051947202044304,0.0,26.0,0.0,0.0,0.0,3.7525132252619815,0.0,6.625,24.625,0.0,0.7850000262260437,0.8638368916511535
