,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.625,0.0625,12.4375,18.125,0.9750000238418579,0.14476076090335846,0.0,1.454545497894287,29.090909957885742,0.0,0.9330357313156128,0.2015404523838134,0.0,6.0,21.33333396911621,0.0,0.7835366129875183,0.45911403109387655,0.0,3.25,28.0,0.0,0.8840000033378601,0.28602458453178403
1,0.625,0.125,12.375,18.125,0.972000002861023,0.13748277783393859,0.0,1.2727272510528564,29.272727966308594,0.0,0.9523809552192688,0.1796834504320508,0.0,5.166666507720947,22.16666603088379,0.0,0.8109756112098694,0.409568446438487,0.0,2.8125,28.4375,0.0,0.906000018119812,0.25508573734760287
