,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.25,1.25,11.25,18.5,0.9490000009536743,0.2235534393787384,0.0,0.0,31.733333587646484,0.0,1.0,0.03636900157112034,0.0,0.0,24.0,0.0,1.0,0.07528509944677353,0.0,0.0,31.25,0.0,1.0,0.03823697496950627
1,0.0625,1.25,11.25,18.6875,0.9549999833106995,0.19805174732208253,0.0,0.0,31.733333587646484,0.0,1.0,0.029374204106441065,0.0,0.0,24.0,0.0,1.0,0.11573537439107895,0.0,0.0,31.25,0.0,1.0,0.033519539177417755
