,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_115_FN,subject_115_FP,subject_115_TN,subject_115_TP,subject_115_accuracy,subject_115_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_64_FN,subject_64_FP,subject_64_TN,subject_64_TP,subject_64_accuracy,subject_64_loss,subject_80_FN,subject_80_FP,subject_80_TN,subject_80_TP,subject_80_accuracy,subject_80_loss,subject_92_FN,subject_92_FP,subject_92_TN,subject_92_TP,subject_92_accuracy,subject_92_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,4.818840503692627,3.4202897548675537,12.52173900604248,11.123188018798828,0.734318196773529,0.6635668301582336,1.8181818723678589,0.12121212482452393,29.939393997192383,0.0,0.9396387934684753,0.21867719139662986,0.0,6.15625,25.46875,0.0,0.7974308133125305,0.4899628462763172,0.08695652335882187,13.52173900604248,15.52173900604248,2.3478260040283203,0.5773480534553528,0.8502347449571388,0.8823529481887817,14.588234901428223,6.117647171020508,10.176470756530762,0.5018518567085266,1.066797955830892,0.0,0.0,31.733333587646484,0.0,1.0,0.010651329524439423,0.0,0.0,30.85714340209961,0.0,1.0,0.03434714789927742,0.0,3.6190476417541504,28.380952835083008,0.0,0.8913690447807312,0.33523520827293396,0.0,7.388888835906982,24.16666603088379,0.0,0.7605633735656738,0.4835655844547379,18.461538314819336,0.0,12.615385055541992,0.1538461595773697,0.41194581985473633,2.455373173276779,0.0,3.4666666984558105,28.53333282470703,0.0,0.8052083253860474,0.42058008909225464,1.9210525751113892,5.033834457397461,23.898496627807617,1.0413533449172974,0.7804101705551147,0.5469725926365846
