,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,6.0333333015441895,2.6533334255218506,13.34666633605957,9.966666221618652,0.7295833230018616,0.6727369711796443,0.0,0.0,30.461538314819336,0.0,1.0,0.0006407717545046424,0.4406779706478119,17.644067764282227,12.050847053527832,1.5932203531265259,0.4225427210330963,1.850072923888508,2.222222328186035,0.3888888955116272,28.83333396911621,0.2222222238779068,0.9127193093299866,0.28064920515344854,1.2710280418395996,4.747663497924805,25.158878326416016,0.672897219657898,0.8069248795509338,0.8192766233229302
