,Epoch,Loss,Aggregate Accuracy,Aggregate Recall,Aggregate Precision,Aggregate Avg. Precision,TP,TN,FP,FN,Aggregate F1_Score,Shard
0,0,1.478830099105835,0.7398311588641596,0.644515612489992,0.33611691022964507,0.39473672905166757,805,4979,1590,444,0.44182217343578484,0.0
