,accuracy,auc,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.8722727298736572,0.9408147931098938,282.0,280.0,0.3112836207043041,0.8726114630699158,0.8718181848526001,1920.0,1918.0,0.8758839964866638,0.7895078063011169,425.0,628.0,0.33893345520848767,0.3662966787815094,0.4606598913669586,7068.0,363.0
1,0.9127272963523865,0.9689195156097412,182.0,202.0,0.23086482801220634,0.9090089797973633,0.9172727465629578,1998.0,2018.0,0.8593823909759521,0.7635161876678467,424.0,769.0,0.38554471205588026,0.32127097249031067,0.46192893385887146,6927.0,364.0
2,0.9309090971946716,0.979904055595398,143.0,161.0,0.19122947188940914,0.9274120926856995,0.9350000023841858,2039.0,2057.0,0.8510136604309082,0.7598178386688232,405.0,859.0,0.3941309182416825,0.3083736002445221,0.4860406219959259,6837.0,383.0
3,0.9415909051895142,0.9851036071777344,112.0,145.0,0.1697569999369708,0.9350649118423462,0.9490908980369568,2055.0,2088.0,0.84417724609375,0.792831301689148,334.0,988.0,0.4099643243927261,0.31484049558639526,0.5761421322822571,6708.0,454.0
4,0.9447727203369141,0.988702118396759,104.0,139.0,0.15440613640980286,0.9378076195716858,0.9527272582054138,2061.0,2096.0,0.8936822414398193,0.7837498784065247,480.0,422.0,0.3259782318723112,0.42191779613494873,0.39086294174194336,7274.0,308.0
5,0.9529545307159424,0.9906833171844482,94.0,113.0,0.14247152336619118,0.9490761756896973,0.9572727084159851,2087.0,2106.0,0.893210768699646,0.7550256252288818,478.0,428.0,0.3426862449079176,0.42005419731140137,0.39340102672576904,7268.0,310.0
6,0.9609090685844421,0.9931098818778992,72.0,100.0,0.1283399345387112,0.9551166892051697,0.9672726988792419,2100.0,2128.0,0.891796350479126,0.7865164279937744,478.0,440.0,0.32031999677700684,0.41333332657814026,0.39340102672576904,7256.0,310.0
7,0.964090883731842,0.9937227964401245,70.0,88.0,0.12289043217897415,0.9603246450424194,0.9681817889213562,2112.0,2130.0,0.8743517398834229,0.8055514693260193,380.0,686.0,0.3469074696147852,0.37294334173202515,0.5177664756774902,7010.0,408.0
8,0.9672726988792419,0.9956222176551819,54.0,90.0,0.11127568236806176,0.9597495794296265,0.975454568862915,2110.0,2146.0,0.8855492472648621,0.7642487287521362,488.0,483.0,0.3569576351559567,0.38314175605773926,0.3807106614112854,7213.0,300.0
9,0.971818208694458,0.9961537718772888,48.0,76.0,0.10399277142503045,0.9658886790275574,0.9781818389892578,2124.0,2152.0,0.8900282979011536,0.7912436723709106,490.0,443.0,0.3297578858550619,0.4021592438220978,0.3781725764274597,7253.0,298.0
10,0.971818208694458,0.9966687560081482,40.0,84.0,0.10083417407490991,0.9625668525695801,0.9818181991577148,2116.0,2160.0,0.879891574382782,0.7761228680610657,447.0,572.0,0.3568486116197749,0.3734939694404602,0.43274110555648804,7124.0,341.0
11,0.9777272939682007,0.9979808926582336,43.0,55.0,0.09018659282814373,0.9751356244087219,0.9804545640945435,2145.0,2157.0,0.891796350479126,0.7880557775497437,496.0,422.0,0.3348026569161647,0.4089635908603668,0.37055838108062744,7274.0,292.0
