,Epoch,Loss,Aggregate Accuracy,Aggregate Recall,Aggregate Precision,Aggregate Avg. Precision,TP,TN,FP,FN,Aggregate F1_Score,Shard
0,0,0.7307242751121521,0.7567152724481965,0.6293034427542034,0.3532584269662921,0.4074272723802442,786,5130,1439,463,0.4525043177892918,0.0
