,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_115_FN,subject_115_FP,subject_115_TN,subject_115_TP,subject_115_accuracy,subject_115_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_64_FN,subject_64_FP,subject_64_TN,subject_64_TP,subject_64_accuracy,subject_64_loss,subject_80_FN,subject_80_FP,subject_80_TN,subject_80_TP,subject_80_accuracy,subject_80_loss,subject_92_FN,subject_92_FP,subject_92_TN,subject_92_TP,subject_92_accuracy,subject_92_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,1.9927536249160767,2.644927501678467,13.297101020812988,13.949275016784668,0.8480681777000427,0.3779981052875519,1.75,0.2222222238779068,30.0,0.02777777798473835,0.9262152910232544,0.2923075349794494,3.8636362552642822,2.840909004211426,18.159090042114258,7.136363506317139,0.7670454382896423,0.4681782715699889,0.0,18.275861740112305,12.758620262145996,0.0,0.43166667222976685,0.7438248705863952,0.0,2.615384578704834,28.871795654296875,0.0,0.8953583240509033,0.34396871778786375,19.47222137451172,0.0,8.11111068725586,4.083333492279053,0.3947368562221527,1.050548547610902,0.0,0.0357142873108387,31.10714340209961,0.0,0.9908257126808167,0.19474153890522247,2.702702760696411,1.3783783912658691,24.243244171142578,3.2432432174682617,0.8694349527359009,0.38187569502281815,0.0,1.703703761100769,29.407407760620117,0.0,0.9410714507102966,0.201197612285614,0.0,0.0,31.047618865966797,0.0,1.0,0.03313083606172193,0.0,0.0,28.0,0.0,1.0,0.054381493301618664,0.0,0.25925925374031067,31.0,0.0,0.9905213117599487,0.13343575406131022,3.1815383434295654,2.6769230365753174,24.264616012573242,1.7907692193984985,0.8109332919120789,0.40624789631578206
1,1.3623188734054565,2.4637680053710938,13.47826099395752,14.579710006713867,0.8764773011207581,0.3391745733131062,1.7777777910232544,0.0,30.22222137451172,0.0,0.9422743320465088,0.2508575790044334,4.454545497894287,2.5,18.5,6.545454502105713,0.7780539989471436,0.4666640264066783,0.0,2.655172348022461,28.379310607910156,0.0,0.8766666650772095,0.42840787649154666,0.0,2.5641026496887207,28.923076629638672,0.0,0.9039087891578674,0.3262634106490045,20.36111068725586,0.0,8.11111068725586,3.194444417953491,0.3587719202041626,1.4224272535558333,0.0,0.1428571492433548,31.0,0.0,0.9919725060462952,0.18053718212000822,2.648648738861084,1.0810810327529907,24.54054069519043,3.297297239303589,0.8775684833526611,0.37476730714105577,0.0,0.8888888955116272,30.22222137451172,0.0,0.9672619104385376,0.13532883837109522,0.0,0.0,31.047618865966797,0.0,1.0,0.018056901606039767,0.0,0.0,28.0,0.0,1.0,0.027608704354081835,0.0,0.07407407462596893,31.185184478759766,0.0,0.9982227683067322,0.08205895284764575,3.3569231033325195,1.0984615087509155,25.843076705932617,1.615384578704834,0.8536444306373596,0.39995550542690556
2,1.2971014976501465,2.188405752182007,13.753623008728027,14.644927978515625,0.8867045640945435,0.3155185167355971,1.75,0.8333333134651184,29.38888931274414,0.02777777798473835,0.8997395634651184,0.3186337840225961,1.3636363744735718,11.681818008422852,9.318181991577148,9.636363983154297,0.5987215638160706,0.715458865870129,0.0,28.931034088134766,2.1034483909606934,0.0,0.0694444477558136,1.5212746651967366,0.0,10.333333015441895,21.153846740722656,0.0,0.6453583240509033,0.6428461913565471,10.63888931274414,0.1388888955116272,7.972222328186035,12.916666984558105,0.6614035367965698,0.6399046057148984,0.0,2.3214285373687744,28.821428298950195,0.0,0.9162843823432922,0.2925848033996897,2.1081080436706543,3.1081080436706543,22.513513565063477,3.8378379344940186,0.8300513625144958,0.440950092387526,0.0,3.1481480598449707,27.962963104248047,0.0,0.9005952477455139,0.27118272384007774,0.0,0.0,31.047618865966797,0.0,1.0,0.062375229149142654,0.0,0.0,28.0,0.0,1.0,0.18809726053760165,0.0,1.4444444179534912,29.814815521240234,0.0,0.9484597444534302,0.24313176059609906,1.796923041343689,6.44615364074707,20.495384216308594,3.175384521484375,0.736020028591156,0.5339293381191339
3,1.3478261232376099,2.1521739959716797,13.789855003356934,14.594202995300293,0.8881818056106567,0.3048200644146312,1.7777777910232544,0.02777777798473835,30.19444465637207,0.0,0.9331597089767456,0.2688124668267038,3.045454502105713,6.204545497894287,14.795454978942871,7.954545497894287,0.6988636255264282,0.5496435314416885,0.0,23.724138259887695,7.310344696044922,0.0,0.28833332657814026,0.8998154110378689,0.0,6.102564334869385,25.384614944458008,0.0,0.7764657735824585,0.46606018265606136,18.66666603088379,0.0,8.11111068725586,4.888888835906982,0.4166666567325592,1.1302448435833579,0.0,0.5714285969734192,30.571428298950195,0.0,0.978210985660553,0.18440199062364912,2.324324369430542,1.9189189672470093,23.70270347595215,3.621621608734131,0.8544520735740662,0.39713141362961024,0.0,1.185185194015503,29.925926208496094,0.0,0.9565476179122925,0.15249963998794555,0.0,0.0,31.047618865966797,0.0,1.0,0.023659201201759964,0.0,0.0,28.0,0.0,1.0,0.03849614083412148,0.0,0.29629629850387573,30.962963104248047,0.0,0.9893364906311035,0.12222104833871833,2.9415385723114014,4.0830769538879395,22.858461380004883,2.0307693481445312,0.7767547369003296,0.44658700386805744
4,1.1304347515106201,1.9057971239089966,14.036231994628906,14.811594009399414,0.902613639831543,0.28644738034768535,1.7777777910232544,0.0833333358168602,30.13888931274414,0.0,0.9375,0.2684102931784259,2.5227272510528564,7.9772725105285645,13.022727012634277,8.477272987365723,0.6700994372367859,0.5925486494194377,0.0,25.517240524291992,5.517241477966309,0.0,0.19333332777023315,1.136587749057346,0.0,8.384614944458008,23.102563858032227,0.0,0.7153908610343933,0.5507858414991671,16.86111068725586,0.02777777798473835,8.083333015441895,6.69444465637207,0.4675438702106476,1.0081875713248,0.0,1.1071428060531616,30.035715103149414,0.0,0.9644495248794556,0.19918177365709883,2.297297239303589,2.702702760696411,22.91891860961914,3.648648738861084,0.8424657583236694,0.41368367002434925,0.0,1.9629629850387573,29.148147583007812,0.0,0.9422619342803955,0.17935325418199813,0.0,0.0,31.047618865966797,0.0,1.0,0.020275744592393834,0.0,0.0,28.0,0.0,1.0,0.05492125717656953,0.0,0.37037035822868347,30.88888931274414,0.0,0.9851895570755005,0.1266011262391981,2.6676924228668213,4.9723076820373535,21.96923065185547,2.3046154975891113,0.7594485282897949,0.4752187262451929
5,1.0942028760910034,1.9275362491607666,14.014492988586426,14.84782600402832,0.9059090614318848,0.278646647605029,1.6666666269302368,3.1111111640930176,27.11111068725586,0.1111111119389534,0.8472222089767456,0.4119208479921023,0.3636363744735718,16.43181800842285,4.568181991577148,10.636363983154297,0.47265625,1.0673515701835805,0.0,28.931034088134766,2.1034483909606934,0.0,0.06777777522802353,2.4432076348198786,0.0,16.769229888916016,14.717948913574219,0.0,0.4743485450744629,0.9194252941429809,7.472222328186035,0.75,7.361111164093018,16.08333396911621,0.7368420958518982,0.5354951028238263,0.0,4.1785712242126465,26.964284896850586,0.0,0.857798159122467,0.3361369890904208,1.675675630569458,6.216216087341309,19.405405044555664,4.270270347595215,0.7448630332946777,0.5465206675333519,0.0,3.8888888359069824,27.22222137451172,0.0,0.8720238208770752,0.3411398166701907,0.0,0.0,31.047618865966797,0.0,0.9992331266403198,0.08030707453109004,0.0,0.6666666865348816,27.33333396911621,0.0,0.9583333134651184,0.24595399555705844,0.0,3.5185184478759766,27.740739822387695,0.0,0.8720378875732422,0.35749184449702076,1.252307653427124,8.94153881072998,18.0,3.7200000286102295,0.677207887172699,0.7259138033650255
6,0.9710144996643066,1.7826087474822998,14.159420013427734,14.971014022827148,0.9112499952316284,0.2670036376064474,1.7777777910232544,0.0,30.22222137451172,0.0,0.9422743320465088,0.2508575790044334,4.454545497894287,2.5,18.5,6.545454502105713,0.7780539989471436,0.4666640264066783,0.0,2.655172348022461,28.379310607910156,0.0,0.8766666650772095,0.42840787649154666,0.0,2.5641026496887207,28.923076629638672,0.0,0.9039087891578674,0.3262634106490045,20.36111068725586,0.0,8.11111068725586,3.194444417953491,0.3587719202041626,1.4224272535558333,0.0,0.1428571492433548,31.0,0.0,0.9919725060462952,0.18053718212000822,2.648648738861084,1.0810810327529907,24.54054069519043,3.297297239303589,0.8775684833526611,0.37476730714105577,0.0,0.8888888955116272,30.22222137451172,0.0,0.9672619104385376,0.13532883837109522,0.0,0.0,31.047618865966797,0.0,1.0,0.018056901606039767,0.0,0.0,28.0,0.0,1.0,0.027608704354081835,0.0,0.07407407462596893,31.185184478759766,0.0,0.9982227683067322,0.08205895284764575,2.27384614944458,5.815384387969971,21.12615394592285,2.6984615325927734,0.7458541989326477,0.5367128404982983
7,1.3623188734054565,2.2826087474823,13.659420013427734,14.579710006713867,0.8839772939682007,0.31870339957150545,1.7777777910232544,0.0,30.22222137451172,0.0,0.9422743320465088,0.2508575790044334,4.454545497894287,2.5,18.5,6.545454502105713,0.7780539989471436,0.4666640264066783,0.0,2.655172348022461,28.379310607910156,0.0,0.8766666650772095,0.42840787649154666,0.0,2.5641026496887207,28.923076629638672,0.0,0.9039087891578674,0.3262634106490045,20.36111068725586,0.0,8.11111068725586,3.194444417953491,0.3587719202041626,1.4224272535558333,0.0,0.1428571492433548,31.0,0.0,0.9919725060462952,0.18053718212000822,2.648648738861084,1.0810810327529907,24.54054069519043,3.297297239303589,0.8775684833526611,0.37476730714105577,0.0,0.8888888955116272,30.22222137451172,0.0,0.9672619104385376,0.13532883837109522,0.0,0.0,31.047618865966797,0.0,1.0,0.018056901606039767,0.0,0.0,28.0,0.0,1.0,0.027608704354081835,0.0,0.07407407462596893,31.185184478759766,0.0,0.9982227683067322,0.08205895284764575,2.7107691764831543,4.243076801300049,22.698461532592773,2.261538505554199,0.7762244343757629,0.44879542160714586
8,1.3695652484893799,2.2173912525177,13.724637985229492,14.572463989257812,0.8828409314155579,0.31987291899594394,1.7777777910232544,0.0,30.22222137451172,0.0,0.9422743320465088,0.2508575790044334,4.454545497894287,2.5,18.5,6.545454502105713,0.7780539989471436,0.4666640264066783,0.0,2.655172348022461,28.379310607910156,0.0,0.8766666650772095,0.42840787649154666,0.0,2.5641026496887207,28.923076629638672,0.0,0.9039087891578674,0.3262634106490045,20.36111068725586,0.0,8.11111068725586,3.194444417953491,0.3587719202041626,1.4224272535558333,0.0,0.1428571492433548,31.0,0.0,0.9919725060462952,0.18053718212000822,2.648648738861084,1.0810810327529907,24.54054069519043,3.297297239303589,0.8775684833526611,0.37476730714105577,0.0,0.8888888955116272,30.22222137451172,0.0,0.9672619104385376,0.13532883837109522,0.0,0.0,31.047618865966797,0.0,1.0,0.018056901606039767,0.0,0.0,28.0,0.0,1.0,0.027608704354081835,0.0,0.07407407462596893,31.185184478759766,0.0,0.9982227683067322,0.08205895284764575,1.9815384149551392,6.190769195556641,20.750768661499023,2.990769147872925,0.7423351407051086,0.524432721581185
9,1.2536232471466064,2.181159496307373,13.760869979858398,14.688405990600586,0.8878409266471863,0.317796750718897,1.7777777910232544,0.0,30.22222137451172,0.0,0.9422743320465088,0.2508575790044334,4.454545497894287,2.5,18.5,6.545454502105713,0.7780539989471436,0.4666640264066783,0.0,2.655172348022461,28.379310607910156,0.0,0.8766666650772095,0.42840787649154666,0.0,2.5641026496887207,28.923076629638672,0.0,0.9039087891578674,0.3262634106490045,20.36111068725586,0.0,8.11111068725586,3.194444417953491,0.3587719202041626,1.4224272535558333,0.0,0.1428571492433548,31.0,0.0,0.9919725060462952,0.18053718212000822,2.648648738861084,1.0810810327529907,24.54054069519043,3.297297239303589,0.8775684833526611,0.37476730714105577,0.0,0.8888888955116272,30.22222137451172,0.0,0.9672619104385376,0.13532883837109522,0.0,0.0,31.047618865966797,0.0,1.0,0.018056901606039767,0.0,0.0,28.0,0.0,1.0,0.027608704354081835,0.0,0.07407407462596893,31.185184478759766,0.0,0.9982227683067322,0.08205895284764575,2.640000104904175,4.4676923751831055,22.473846435546875,2.3323075771331787,0.7706324458122253,0.4667316549908365
