,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,1.340000033378601,1.306666612625122,14.693333625793457,14.65999984741211,0.916979193687439,0.22953416546185812,0.0,0.07692307978868484,30.384614944458008,0.0,0.997474730014801,0.06830664009156853,0.4406779706478119,17.423728942871094,12.271186828613281,1.5932203531265259,0.4455128312110901,1.7445931332743065,1.8888888359069824,2.0833332538604736,27.13888931274414,0.5555555820465088,0.8736842274665833,0.3342727019075762,0.8785046935081482,10.317756652832031,19.58878517150879,1.0654205083847046,0.6528756022453308,1.0780512407911775
1,1.1666666269302368,1.2933332920074463,14.706666946411133,14.833333015441895,0.9222916960716248,0.2190999220808347,0.0,0.0,30.461538314819336,0.0,1.0,0.017435472044679854,0.8474576473236084,7.847457408905029,21.847457885742188,1.1864407062530518,0.720886766910553,1.252938628451437,2.3333332538604736,0.3888888955116272,28.83333396911621,0.1111111119389534,0.9140350818634033,0.28080790210188483,1.2523365020751953,4.457943916320801,25.448598861694336,0.6915887594223022,0.8179284334182739,0.7841920701550765
2,1.0800000429153442,1.2200000286102295,14.779999732971191,14.920000076293945,0.9272916913032532,0.21141585394740103,0.0,0.07692307978868484,30.384614944458008,0.0,0.997474730014801,0.06530672413381663,0.5254237055778503,16.25423812866211,13.440677642822266,1.508474588394165,0.46688035130500793,1.6565270749931662,2.1388888359069824,1.2777777910232544,27.94444465637207,0.3055555522441864,0.8907894492149353,0.3133326933049319,1.0093457698822021,9.40186882019043,20.50467300415039,0.9345794320106506,0.67033451795578,1.0223237740601732
3,1.1133333444595337,1.09333336353302,14.90666675567627,14.886666297912598,0.9289583563804626,0.20355178991953532,0.0,0.0,30.461538314819336,0.0,1.0,0.010776876396678313,0.8983050584793091,7.237287998199463,22.457626342773438,1.1355931758880615,0.7435897588729858,1.214375504061707,2.3333332538604736,0.5277777910232544,28.69444465637207,0.1111111119389534,0.909649133682251,0.28389489985348887,1.2803738117218018,4.168224334716797,25.738317489624023,0.663551390171051,0.8289319276809692,0.7632684177356147
4,1.0466666221618652,1.1333333253860474,14.866666793823242,14.953332901000977,0.9296875,0.20048014337817827,0.0,0.0,30.461538314819336,0.0,1.0,0.015081546438688581,0.9322034120559692,6.796610355377197,22.898305892944336,1.101694941520691,0.7518696784973145,1.2084689845896175,2.3888888359069824,0.2777777910232544,28.94444465637207,0.0555555559694767,0.9157894849777222,0.2837085526240499,1.3177570104599,3.8411214351654053,26.065420150756836,0.6261682510375977,0.8355340361595154,0.7604618472672404
5,0.9599999785423279,1.0800000429153442,14.920000076293945,15.039999961853027,0.9339583516120911,0.1944455668826898,0.0,0.0,30.461538314819336,0.0,1.0,0.018399154353472922,0.8644067645072937,7.288135528564453,22.406780242919922,1.1694915294647217,0.7374466061592102,1.245786264920846,2.3888888359069824,0.3611111044883728,28.86111068725586,0.0555555559694767,0.9140350818634033,0.28108347298806174,1.2803738117218018,4.140186786651611,25.766355514526367,0.663551390171051,0.8270246386528015,0.7804674604129344
6,0.9399999976158142,1.0800000429153442,14.920000076293945,15.0600004196167,0.9356250166893005,0.18884167611598968,0.0,0.07692307978868484,30.384614944458008,0.0,0.997474730014801,0.03395341562502312,0.5254237055778503,13.271186828613281,16.423728942871094,1.508474588394165,0.5584936141967773,1.5768373827648978,2.305555582046509,0.7777777910232544,28.44444465637207,0.1388888955116272,0.9026315808296204,0.2999726726297747,1.0654205083847046,7.588785171508789,22.31775665283203,0.8785046935081482,0.7246185541152954,0.9704383793571185
7,0.8999999761581421,0.9266666769981384,15.073333740234375,15.100000381469727,0.9412500262260437,0.18300629476706187,0.0,0.0,30.461538314819336,0.0,1.0,0.016311856711076364,0.9661017060279846,6.6271185874938965,23.06779670715332,1.0677965879440308,0.7622863054275513,1.1891646217077205,2.3888888359069824,0.1666666716337204,29.05555534362793,0.0555555559694767,0.9184210300445557,0.28975196794459696,1.3364485502243042,3.710280418395996,26.19626235961914,0.6074766516685486,0.8421361446380615,0.7520225665099184
8,0.9133333563804626,0.9800000190734863,15.020000457763672,15.08666706085205,0.9386458396911621,0.184170230726401,0.0,0.0,30.461538314819336,0.0,1.0,0.025603147524625364,0.7966101765632629,8.10169506072998,21.593219757080078,1.2372881174087524,0.7155448794364929,1.3258369274628468,2.305555582046509,0.4722222089767456,28.75,0.1388888955116272,0.9131578803062439,0.2891727777949551,1.2149533033370972,4.626168251037598,25.28037452697754,0.7289719581604004,0.814700722694397,0.8279819622845717
9,0.8333333134651184,0.9333333373069763,15.066666603088379,15.166666984558105,0.9424999952316284,0.17602086842060088,0.0,0.0,30.461538314819336,0.0,1.0,0.01453169183147074,0.8135592937469482,8.576271057128906,21.11864471435547,1.2203389406204224,0.7019230723381042,1.3300701405248072,2.3888888359069824,0.4166666567325592,28.80555534362793,0.0555555559694767,0.9122806787490845,0.2843323172184459,1.2523365020751953,4.869158744812012,25.037384033203125,0.6915887594223022,0.8069248795509338,0.8274016121463597
