,FN,FP,TN,TP,accuracy,loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,1.59333336353302,1.3666666746139526,14.633333206176758,14.40666675567627,0.9076041579246521,0.2503543983399868,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664685004797,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664679910383
1,1.4199999570846558,1.2266666889190674,14.773333549499512,14.579999923706055,0.9158333539962769,0.23701154107848804,0.10169491171836853,20.559322357177734,7.98305082321167,3.0847456455230713,0.3538995683193207,1.2312269200626602,0.10169491171836853,20.559322357177734,7.98305082321167,3.0847456455230713,0.3538995683193207,1.2312269302514882
2,1.2599999904632568,1.3133333921432495,14.686666488647461,14.739999771118164,0.9179166555404663,0.23262204786141713,0.1525423675775528,11.711864471435547,16.830509185791016,3.03389835357666,0.6159188151359558,0.7891331549383637,0.1525423675775528,11.711864471435547,16.830509185791016,3.03389835357666,0.6159188151359558,0.7891331635988675
3,1.3533333539962769,1.2333333492279053,14.766666412353516,14.646666526794434,0.918541669845581,0.22373531406124433,0.08474576473236084,22.18644142150879,6.355932235717773,3.1016948223114014,0.3114316165447235,1.342878867418338,0.08474576473236084,22.18644142150879,6.355932235717773,3.1016948223114014,0.3114316165447235,1.3428788827015803
4,1.2200000286102295,1.2266666889190674,14.773333549499512,14.779999732971191,0.9243749976158142,0.21792137478788695,0.1525423675775528,11.118643760681152,17.423728942871094,3.03389835357666,0.6375533938407898,0.7511932101005163,0.1525423675775528,11.118643760681152,17.423728942871094,3.03389835357666,0.6375533938407898,0.7511932065344264
5,1.2733333110809326,1.2133333683013916,14.786666870117188,14.726666450500488,0.9226041436195374,0.21617089117566746,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664685004797,0.1355932205915451,13.237288475036621,15.305085182189941,3.0508475303649902,0.5763888955116272,0.8794200206414248
6,1.340000033378601,1.2066667079925537,14.793333053588867,14.65999984741211,0.9198958277702332,0.23148621747891107,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664685004797,0.06779661029577255,23.830509185791016,4.711864471435547,3.1186439990997314,0.25080129504203796,1.428588060232309
7,1.4666666984558105,1.253333330154419,14.74666690826416,14.533333778381348,0.9131249785423279,0.24035799488425255,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664685004797,0.10169491171836853,18.86440658569336,9.677966117858887,3.0847456455230713,0.3985042870044708,1.1286219389010699
8,1.40666663646698,1.340000033378601,14.65999984741211,14.59333324432373,0.9143750071525574,0.2377474696437518,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664685004797,0.11864406615495682,20.423728942871094,8.118643760681152,3.0677967071533203,0.3608440160751343,1.1989335050949683
9,1.3666666746139526,1.346666693687439,14.65333366394043,14.633333206176758,0.9129166603088379,0.23767231037219366,0.18644067645072937,7.779661178588867,20.762712478637695,3.0,0.7403846383094788,0.5842664685004797,0.11864406615495682,21.25423812866211,7.288135528564453,3.0677967071533203,0.32825854420661926,1.2727187067015557
