,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_80_FN,subject_80_FP,subject_80_TN,subject_80_TP,subject_80_accuracy,subject_80_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,2.2866666316986084,1.746666669845581,14.25333309173584,13.713333129882812,0.8732291460037231,0.32257523328065874,1.4666666984558105,0.13333334028720856,29.733333587646484,0.0,0.9489361643791199,0.2208659273829866,1.1290322542190552,7.387096881866455,15.967741966247559,7.387096881866455,0.7009109258651733,0.5667884690076234,3.472222328186035,5.472222328186035,11.63888931274414,10.75,0.710106372833252,0.5546215797992463,0.0,9.5,22.27777862548828,0.0,0.688811182975769,0.6078584077474954,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.041388059435765956,0.0,2.799999952316284,28.600000381469727,0.0,0.9140127301216125,0.29470963975426495,0.0,0.0,31.0,0.0,0.9989919066429138,0.05905461022930761,0.0,1.8888888359069824,30.11111068725586,0.0,0.9409722089767456,0.28875895341237384,1.1460673809051514,3.8089888095855713,23.449438095092773,3.4606740474700928,0.8370944857597351,0.3639981775151826
1,2.073333263397217,1.753333330154419,14.24666690826416,13.926666259765625,0.8801041841506958,0.2925651181737582,1.4666666984558105,0.13333334028720856,29.733333587646484,0.0,0.9478723406791687,0.21923179953022207,0.32258063554763794,12.096774101257324,11.258064270019531,8.193548202514648,0.6088056564331055,0.639988689046157,2.8888888359069824,7.361111164093018,9.75,11.333333015441895,0.679964542388916,0.5726886138002923,0.0,6.05555534362793,25.72222137451172,0.0,0.8033216595649719,0.4632126107499316,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.0962434845823276,0.0,3.299999952316284,28.100000381469727,0.0,0.8957006335258484,0.32951459848577047,0.0,0.0625,30.9375,0.0,0.9979838728904724,0.0508500311163164,0.0,1.6666666269302368,30.33333396911621,0.0,0.9548611044883728,0.23588846623897552,0.8876404762268066,4.7134833335876465,22.544944763183594,3.7191011905670166,0.8250176310539246,0.372047889383959
2,1.846666693687439,1.693333387374878,14.306666374206543,14.15333366394043,0.8883333206176758,0.2779544911781947,1.4666666984558105,0.06666667014360428,29.799999237060547,0.0,0.9515957236289978,0.2187651352699291,0.5806451439857483,8.54838752746582,14.806451797485352,7.935483932495117,0.7064777612686157,0.5410279578525528,3.5,4.888888835906982,12.222222328186035,10.722222328186035,0.7291666865348816,0.5372775142074476,0.0,3.5,28.27777862548828,0.0,0.8916084170341492,0.334267017307815,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.07670587178649782,0.0,1.899999976158142,29.5,0.0,0.9299362897872925,0.27036174457923623,0.0,0.0625,30.9375,0.0,0.9979838728904724,0.030628502248756347,0.0,0.7777777910232544,31.22222137451172,0.0,0.9704861044883728,0.14468287262651655,1.0561797618865967,3.1235954761505127,24.13483238220215,3.5505619049072266,0.8659203052520752,0.31956105529000967
3,1.6266666650772095,1.6399999856948853,14.359999656677246,14.373332977294922,0.8991666436195374,0.26639199753602344,1.4333332777023315,0.36666667461395264,29.5,0.03333333507180214,0.9398936033248901,0.20168334856787895,0.0,17.516128540039062,5.838709831237793,8.516129493713379,0.44989877939224243,1.0335056675590484,1.4722222089767456,11.44444465637207,5.666666507720947,12.75,0.5926418304443359,0.6779909057820097,0.0,14.333333015441895,17.44444465637207,0.0,0.5384615659713745,0.7790134603326971,0.0,0.5,31.100000381469727,0.0,0.982594907283783,0.20010941296438628,0.0,8.300000190734863,23.100000381469727,0.0,0.7253184914588928,0.5440233456101388,0.0,0.5,30.5,0.0,0.9828628897666931,0.11817569501938359,0.0,3.8888888359069824,28.11111068725586,0.0,0.8663194179534912,0.42080167267057633,0.5393258333206177,8.106741905212402,19.15168571472168,4.067415714263916,0.7260225415229797,0.5410749644923781
4,1.4666666984558105,1.5533332824707031,14.446666717529297,14.533333778381348,0.9035416841506958,0.2525473849972089,1.4666666984558105,0.10000000149011612,29.766666412353516,0.0,0.9494680762290955,0.21726023393901103,0.8064516186714172,7.354838848114014,16.0,7.709677219390869,0.7206477522850037,0.5279283685240186,3.8888888359069824,5.111111164093018,12.0,10.333333015441895,0.7065602540969849,0.5668648997097151,0.0,2.222222328186035,29.55555534362793,0.0,0.9265734553337097,0.2886076523707463,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.07363769496920743,0.0,2.5999999046325684,28.799999237060547,0.0,0.9203821420669556,0.27665104674305885,0.0,0.125,30.875,0.0,0.9949596524238586,0.05028955950852363,0.0,0.6666666865348816,31.33333396911621,0.0,0.9791666865348816,0.16599288665586048,1.1741572618484497,2.9157302379608154,24.342697143554688,3.432584285736084,0.8661847710609436,0.3214651758983542
5,1.5333333015441895,1.4466667175292969,14.553333282470703,14.466666221618652,0.9084374904632568,0.2500848397115866,1.4666666984558105,0.20000000298023224,29.66666603088379,0.0,0.9457446932792664,0.20647873149273244,0.6451612710952759,11.0,12.354838371276855,7.870967864990234,0.6336032152175903,0.6528577872133448,2.222222328186035,9.38888931274414,7.722222328186035,12.0,0.6369680762290955,0.6156489113543896,0.0,3.5,28.27777862548828,0.0,0.8898601531982422,0.3463106044939348,0.0,0.20000000298023224,31.399999618530273,0.0,0.9920886158943176,0.15273578766780563,0.0,4.25,27.149999618530273,0.0,0.8582802414894104,0.3839906919154392,0.0,0.125,30.875,0.0,0.9959677457809448,0.05548577058699823,0.0,1.3333333730697632,30.66666603088379,0.0,0.9618055820465088,0.19882757630613115,0.8089887499809265,4.7808990478515625,22.477527618408203,3.797752857208252,0.8250176310539246,0.37978025409163135
6,1.3799999952316284,1.2133333683013916,14.786666870117188,14.619999885559082,0.916979193687439,0.23442155649264654,1.4666666984558105,0.13333334028720856,29.733333587646484,0.0,0.9484042525291443,0.20980319027253921,0.16129031777381897,13.0,10.354838371276855,8.354838371276855,0.5794534683227539,0.7346879600995948,3.194444417953491,6.361111164093018,10.75,11.027777671813965,0.692375898361206,0.5640305809095396,0.0,7.222222328186035,24.55555534362793,0.0,0.7709790468215942,0.5040913920302491,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.10937070620210865,0.0,2.450000047683716,28.950000762939453,0.0,0.9164012670516968,0.28382120703815655,0.0,0.25,30.75,0.0,0.9939516186714172,0.06844610071951343,0.0,1.2222222089767456,30.77777862548828,0.0,0.9565972089767456,0.2545296400785446,0.9213483333587646,4.685393333435059,22.573034286499023,3.6853933334350586,0.8212270736694336,0.38827032077800067
7,1.2666666507720947,1.3600000143051147,14.640000343322754,14.733333587646484,0.9177083373069763,0.2324715270102024,1.4666666984558105,0.03333333507180214,29.83333396911621,0.0,0.9521276354789734,0.22360894751953,1.774193525314331,4.645161151885986,18.70967674255371,6.7419352531433105,0.7899797558784485,0.4504990915537846,4.888888835906982,2.777777671813965,14.333333015441895,9.333333015441895,0.7402482032775879,0.5428276565058011,0.0,0.7777777910232544,31.0,0.0,0.9790209531784058,0.1746571421414822,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.07537375249062912,0.0,0.8500000238418579,30.549999237060547,0.0,0.9657643437385559,0.2034388007062256,0.0,0.0,31.0,0.0,1.0,0.028680938506318678,0.0,0.3333333432674408,31.66666603088379,0.0,0.9895833134651184,0.09351783783899413,1.5449438095092773,1.5898876190185547,25.66853904724121,3.061797857284546,0.8966854810714722,0.2792760301460164
8,1.3533333539962769,1.159999966621399,14.84000015258789,14.646666526794434,0.9202083349227905,0.23080892354249954,1.4666666984558105,0.13333334028720856,29.733333587646484,0.0,0.9473404288291931,0.20432814320826784,0.06451612710952759,15.129032135009766,8.22580623626709,8.45161247253418,0.5268218517303467,0.8452661667275525,2.6111111640930176,8.11111068725586,9.0,11.61111068725586,0.6533687710762024,0.596785399085241,0.0,3.944444417953491,27.83333396911621,0.0,0.8741258978843689,0.37918079128632176,0.0,0.25,31.350000381469727,0.0,0.9905063509941101,0.1772916824380054,0.0,3.299999952316284,28.100000381469727,0.0,0.8957006335258484,0.3359248431245233,0.0,0.0625,30.9375,0.0,0.9959677457809448,0.05260345423894544,0.0,0.4444444477558136,31.55555534362793,0.0,0.9791666865348816,0.1560468930337164,0.7865168452262878,5.123595714569092,22.13483238220215,3.8202247619628906,0.8132052421569824,0.40749272363646577
9,1.1733332872390747,1.246666669845581,14.75333309173584,14.826666831970215,0.9258333444595337,0.22000485623876254,1.4666666984558105,0.1666666716337204,29.700000762939453,0.0,0.9484042525291443,0.20855142434741905,0.8064516186714172,8.22580623626709,15.129032135009766,7.709677219390869,0.7079959511756897,0.5278852297226909,3.1666667461395264,7.75,9.36111068725586,11.05555534362793,0.6546986103057861,0.6066679066800057,0.0,1.9444444179534912,29.83333396911621,0.0,0.938811182975769,0.25419603673728197,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.11468113902248914,0.0,2.700000047683716,28.700000762939453,0.0,0.9116241931915283,0.2928140329517377,0.0,0.0625,30.9375,0.0,0.9989919066429138,0.03359150790399121,0.0,0.3333333432674408,31.66666603088379,0.0,0.9895833134651184,0.10616129057274924,1.0280898809432983,3.5730338096618652,23.685392379760742,3.5786516666412354,0.8546367883682251,0.32632440189884815
10,1.193333387374878,1.1333333253860474,14.866666793823242,14.806666374206543,0.9253125190734863,0.21875726362069448,1.4666666984558105,0.13333334028720856,29.733333587646484,0.0,0.9478723406791687,0.2107910516909621,0.09677419066429138,11.354838371276855,12.0,8.419354438781738,0.6310728788375854,0.6647826322177162,3.9166667461395264,5.0,12.11111068725586,10.30555534362793,0.710106372833252,0.5538940886233715,0.0,3.944444417953491,27.83333396911621,0.0,0.881118893623352,0.34404669295657764,0.0,0.20000000298023224,31.399999618530273,0.0,0.9936708807945251,0.11928414232745956,0.0,1.9500000476837158,29.450000762939453,0.0,0.9434713125228882,0.2374899286753053,0.0,0.3125,30.6875,0.0,0.9879032373428345,0.09555216950754966,0.0,1.0,31.0,0.0,0.9652777910232544,0.19625250498453775,1.0561797618865967,3.730337142944336,23.52808952331543,3.5505619049072266,0.8476727604866028,0.353487639526386
11,1.100000023841858,1.1133333444595337,14.886666297912598,14.899999618530273,0.92947918176651,0.20904058928291003,1.4666666984558105,0.1666666716337204,29.700000762939453,0.0,0.9478723406791687,0.2023796067196638,0.5806451439857483,10.096774101257324,13.258064270019531,7.935483932495117,0.6503036618232727,0.6219054265060888,2.8888888359069824,7.916666507720947,9.19444465637207,11.333333015441895,0.653812050819397,0.6002473264721269,0.0,1.5555555820465088,30.22222137451172,0.0,0.9493007063865662,0.2232956323590312,0.0,0.20000000298023224,31.399999618530273,0.0,0.9928797483444214,0.1310207890936091,0.0,2.299999952316284,29.100000381469727,0.0,0.9227706789970398,0.2783400134485998,0.0,0.0625,30.9375,0.0,0.9979838728904724,0.0420249609216567,0.0,0.3333333432674408,31.66666603088379,0.0,0.9895833134651184,0.09262965536779827,0.932584285736084,3.8483145236968994,23.410112380981445,3.6741573810577393,0.8464386463165283,0.3375542740979887
12,1.09333336353302,1.059999942779541,14.9399995803833,14.90666675567627,0.932604193687439,0.20641666531562805,1.4333332777023315,0.20000000298023224,29.66666603088379,0.03333333507180214,0.9468085169792175,0.19528443631022535,0.032258063554763794,15.0,8.354838371276855,8.483870506286621,0.5409919023513794,0.7892024531538188,2.444444417953491,8.13888931274414,8.972222328186035,11.777777671813965,0.6582446694374084,0.606643778635255,0.0,7.5,24.27777862548828,0.0,0.7657342553138733,0.5163338826252863,0.0,0.30000001192092896,31.299999237060547,0.0,0.9897152185440063,0.17159487740902962,0.0,4.099999904632568,27.299999237060547,0.0,0.8590764403343201,0.3711407651567155,0.0,0.3125,30.6875,0.0,0.9889112710952759,0.08848813512632923,0.0,0.8888888955116272,31.11111068725586,0.0,0.9652777910232544,0.20820055074161953,0.7415730357170105,5.617977619171143,21.64044952392578,3.865168571472168,0.800158679485321,0.42107066066544213
