,Epoch,Loss,Session,Person,TN,FP,FN,TP,Individual Avg. Precision,Aggregate Avg. Precision,Individual Accuracy,Individual Precision,Individual Recall,Individual F1-Score,Aggregate Accuracy,Aggregate Precision,Aggregate Recall,Aggregate F1_Score
0,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,52.0,300,0,45,0,0.9467960761530402,0.8807936890971139,0.8695652173913043,,0.0,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
1,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,43.0,57,0,98,0,0.9878670485957304,0.8807936890971139,0.36774193548387096,,0.0,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
2,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,115.0,349,0,42,0,0.7213793132745825,0.8807936890971139,0.8925831202046036,,0.0,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
3,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,120.0,296,0,80,0,0.907126664070433,0.8807936890971139,0.7872340425531915,,0.0,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
4,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,107.0,193,0,23,0,0.88357837066299,0.8807936890971139,0.8935185185185185,,0.0,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
5,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,59.0,342,0,0,0,,0.8807936890971139,1.0,,,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
6,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,92.0,279,27,285,38,0.7179416731556285,0.8807936890971139,0.5039745627980922,0.5846153846153846,0.11764705882352941,0.1958762886597938,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
7,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,80.0,45,0,433,313,0.996865701342004,0.8807936890971139,0.4525916561314791,1.0,0.4195710455764075,0.591123701605288,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
8,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,96.0,192,0,0,0,,0.8807936890971139,1.0,,,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
9,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,64.0,274,0,158,8,0.9515158297443966,0.8807936890971139,0.6409090909090909,1.0,0.04819277108433735,0.09195402298850576,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
10,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,109.0,199,0,0,0,,0.8807936890971139,1.0,,,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
11,0,"tf.Tensor(0.5502088, shape=(), dtype=float32)",0,48.0,97,0,0,0,,0.8807936890971139,1.0,,,,0.7145938173975557,0.9300518134715026,0.23571897570584374,0.37611314824515457
12,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,48.0,116,0,103,0,0.7273924643756957,0.8399898760584357,0.5296803652968036,,0.0,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
13,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,120.0,238,0,0,0,,0.8399898760584357,1.0,,,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
14,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,64.0,258,0,43,0,0.361758044151367,0.8399898760584357,0.8571428571428571,,0.0,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
15,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,59.0,185,0,360,7,0.8868965119231899,0.8399898760584357,0.34782608695652173,1.0,0.01907356948228883,0.03743315508021391,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
16,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,43.0,139,0,0,0,,0.8399898760584357,1.0,,,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
17,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,92.0,14,0,489,0,0.9400759394809399,0.8399898760584357,0.027833001988071572,,0.0,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
18,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,109.0,134,0,414,0,0.949016832154451,0.8399898760584357,0.24452554744525548,,0.0,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
19,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,115.0,140,0,0,0,,0.8399898760584357,1.0,,,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
20,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,80.0,89,2,293,63,0.8916785184993006,0.8399898760584357,0.3400447427293065,0.9692307692307692,0.17696629213483145,0.2992874109263658,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
21,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,96.0,197,0,0,0,,0.8399898760584357,1.0,,,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
22,0,"tf.Tensor(1.2127048, shape=(), dtype=float32)",1,52.0,140,0,0,0,,0.8399898760584357,1.0,,,,0.5288913464196848,0.9722222222222222,0.039503386004514675,0.07592190889370933
