,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.625,3.3125,9.1875,18.125,0.8410000205039978,0.4617428457736969,0.0,30.375,0.875,0.0,0.17299999296665192,0.7173740038871765,0.0,30.375,0.875,0.0,0.17299999296665192,0.717374005317688
1,0.125,1.75,10.75,18.625,0.9279999732971191,0.35370372772216796,0.0,23.5,7.75,0.0,0.375,0.7039263272285461,0.0,23.5,7.75,0.0,0.375,0.7039263229370117
