,FN,FP,TN,TP,accuracy,loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,0.6875,1.4375,11.0625,18.0625,0.9279999732971191,0.25966871178150175,0.0,0.0,31.0,0.0,0.992943525314331,0.5794153444228634,0.0,4.0,0.0,0.0,0.0,0.8313626050949097,0.0,0.25,31.0,0.0,0.9850000143051147,0.5814309206008911
1,0.5,1.0,11.5,18.25,0.9409999847412109,0.22477677178382874,0.0,0.3125,30.6875,0.0,0.9435483813285828,0.593870420609751,0.0,4.0,0.0,0.0,0.0,0.9163354635238647,0.0,0.5625,30.6875,0.0,0.9359999895095825,0.5964501376152038
