,Centralized Accuracy,Centralized Loss
0,0.8259000182151794,0.5518769917964935
1,0.9028833508491516,0.3103100608289242
2,0.9237499833106995,0.24382022672792275
3,0.9358000159263611,0.2057379011521737
4,0.9455999732017517,0.1740702149450779
5,0.9521999955177307,0.1507423607128362
6,0.9585666656494141,0.1291245452865958
7,0.9660166501998901,0.10711443192213774
8,0.9712666869163513,0.09072049570356806
9,0.9759166836738586,0.07464673313914488
10,0.9796333312988281,0.06325672134999186
11,0.9832666516304016,0.05256758243910348
12,0.9868166446685791,0.04275006555855895
13,0.9880333542823792,0.03873502273360888
14,0.9905333518981934,0.03153389533640972
15,0.9895333051681519,0.031441840572787136
16,0.9937499761581421,0.02104739339677617
17,0.9911999702453613,0.02474891670648552
18,0.9932500123977661,0.020007540818987764
19,0.9931833148002625,0.0199796552843162
20,0.993316650390625,0.01927969739093775
21,0.9943333268165588,0.01679223498616581
22,0.994700014591217,0.01689887386522314
23,0.9937166571617126,0.01861061651156827
24,0.9952999949455261,0.014439217487820618
25,0.995283305644989,0.015001335944302264
26,0.9949166774749756,0.014909823833520932
27,0.9945999979972839,0.01548433644122415
28,0.9952999949455261,0.013699507087994426
29,0.9955499768257141,0.013314322224226393
