,Train Loss,Train Accuracy,Test Loss,Test Accuracy
0,0.18561456504538656,0.944599986076355,0.18490602466911077,0.9468166828155518
1,0.10494459275035188,0.968999981880188,0.10242109413774063,0.9700666666030884
2,0.07850892949257977,0.975600004196167,0.07595661851804082,0.9781833291053772
3,0.07356721772586461,0.9765999913215637,0.06465936796104846,0.981333315372467
