,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,0.11633168628171311,0.9677996635437012,0.12003270521151789,0.9649477601051331
1,0.07606781157932713,0.9777663946151733,0.075775204583907,0.9769902229309082
2,0.05727564770782615,0.9818553328514099,0.056432558253085754,0.982452392578125
3,0.04856929880177277,0.9864553809165955,0.04514231917686149,0.9867962598800659
4,0.038869080353535874,0.9877331852912903,0.03606240861188337,0.9895058274269104
5,0.03241631775188105,0.989777684211731,0.030539454388744273,0.9906240701675415
6,0.02951336907553221,0.9907999038696289,0.02643946155770818,0.9922153949737549
7,0.02636253469738583,0.9918221235275269,0.023493130860903006,0.9931615591049194
8,0.022970406322298752,0.9933554530143738,0.020652710590646144,0.9941508173942566
9,0.02192276687784477,0.9930999279022217,0.01913132118324748,0.9943228363990784
10,0.019266496108282703,0.9943777322769165,0.018124643155287473,0.9943658113479614
11,0.018907987072899864,0.9943777322769165,0.01622688378565719,0.9950539469718933
12,0.01920939547545818,0.9933554530143738,0.015543709005701465,0.995140016078949
13,0.01702427071126603,0.9948888421058655,0.014439785495886459,0.9955270886421204
14,0.016078691939753594,0.9953999519348145,0.013349734444758518,0.9958711266517639
15,0.01601845979254076,0.9948888421058655,0.012570136002164419,0.9961721897125244
16,0.0169902475754386,0.9948888421058655,0.01235494292475057,0.9959141612052917
17,0.01577108351668686,0.9951443672180176,0.01154210229633206,0.996344268321991
18,0.015439550807979695,0.9953999519348145,0.01088735628634331,0.9966453313827515
19,0.015447104227682999,0.9948888421058655,0.010686914395172204,0.9966022968292236
20,0.015164364389353896,0.9953999519348145,0.010395480563563217,0.9966883063316345
21,0.01489656167006811,0.9953999519348145,0.009627776182293329,0.996989369392395
22,0.014038025816100464,0.9956555366516113,0.00910708446863969,0.9972044229507446
23,0.015016988693773712,0.9951443672180176,0.0090645786250018,0.9972474575042725
24,0.015503235570156393,0.9951443672180176,0.008827597736211211,0.9972044229507446
25,0.014110294923223283,0.9959110617637634,0.008431394036870309,0.9973334670066833
26,0.014481983389421596,0.9948888421058655,0.008389798049388221,0.997548520565033
27,0.014966214395958702,0.9951443672180176,0.007822507927108795,0.997591495513916
28,0.014095494507958278,0.9956555366516113,0.007304470460408857,0.997548520565033
29,0.014758424825413943,0.9953999519348145,0.007144250148623536,0.997591495513916
