,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,0.05435271725122236,0.9834401607513428,0.06294150101428139,0.9799894094467163
1,0.030088042066249456,0.9903846383094788,0.038443108973302186,0.9868652820587158
2,0.02398749539712205,0.992521345615387,0.027479205465591836,0.991008460521698
3,0.01876239481125361,0.9941239356994629,0.022098466509306865,0.9926833510398865
4,0.016509108718745332,0.995726466178894,0.01728992430872201,0.9946227073669434
5,0.015149922165114226,0.9941239356994629,0.015567212164673262,0.9944463968276978
6,0.01353049873706236,0.995192289352417,0.012957535244718887,0.9953279495239258
7,0.012035012052023314,0.9962607026100159,0.011081028621102261,0.996209442615509
8,0.010977324387396917,0.9962607026100159,0.009763067374959895,0.996650218963623
9,0.011300054899878047,0.9967948794364929,0.00962958873818285,0.9972673058509827
10,0.009560021435872763,0.9962607026100159,0.008232409474270796,0.9968265295028687
11,0.008922411588818615,0.99732905626297,0.0074404140177648515,0.9971791505813599
12,0.007981028422550596,0.99732905626297,0.00688082943596358,0.9976198673248291
13,0.007214925128582996,0.997863233089447,0.0061608406248971955,0.9976198673248291
14,0.006776215827867262,0.9983974099159241,0.006009210330596575,0.9977961778640747
15,0.006383677198335555,0.9989316463470459,0.005436238122780961,0.9980606436729431
16,0.0060987163844331985,0.9983974099159241,0.005286478806309709,0.9977961778640747
17,0.005963449705748831,0.9983974099159241,0.004871870551757647,0.9981487989425659
18,0.007136378225574386,0.997863233089447,0.006101293095498823,0.9977961778640747
19,0.005486716187234324,0.999465823173523,0.0042828592507291015,0.9982369542121887
20,0.0057359686713239055,0.9983974099159241,0.0046891060515476795,0.9980606436729431
21,0.0052564289062463345,0.9983974099159241,0.004096011895707498,0.9982369542121887
22,0.005186455234267754,0.9989316463470459,0.003844887973981327,0.9984132647514343
23,0.005168919883795426,0.9989316463470459,0.0036828888920355358,0.9985014200210571
24,0.004850317671753146,0.999465823173523,0.003434001146635191,0.9985014200210571
25,0.004356018624404788,0.999465823173523,0.0031551557800141104,0.9985895752906799
26,0.004538162061079574,0.9989316463470459,0.003601799771474922,0.9986777305603027
27,0.004627553642721122,0.999465823173523,0.002925245458929723,0.9988540410995483
28,0.0045680716656685645,0.9989316463470459,0.0030404414605276777,0.9988540410995483
29,0.004633149420238298,0.999465823173523,0.002678474133429547,0.9988540410995483
