,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,0.726338592338562,0.7372000217437744,0.759844356115659,0.7289000153541565
1,0.26110095399022104,0.9240999817848206,0.26253995282948017,0.9237333536148071
2,0.19195175131857395,0.946399986743927,0.19981665148337682,0.9423333406448364
3,0.16751117922365666,0.9510999917984009,0.15479485742102067,0.9551833271980286
4,0.13905619859844445,0.9609000086784363,0.12378859907761217,0.9649999737739563
5,0.11939187793433666,0.965499997138977,0.10323595119342208,0.9712833166122437
6,0.10932356148809194,0.9677000045776367,0.08945673437304795,0.9753833413124084
7,0.10656570828855037,0.9699000120162964,0.07916838738309841,0.9779666662216187
8,0.09747956603616476,0.9714000225067139,0.07081689197768767,0.9795500040054321
9,0.09887186627984047,0.9702000021934509,0.06438881489473085,0.9816166758537292
10,0.08462547739744186,0.9743000268936157,0.059391901179713505,0.9832000136375427
11,0.08555477580726147,0.9733999967575073,0.054413958448171616,0.984666645526886
12,0.08108234140276908,0.974399983882904,0.05052263849712908,0.9854833483695984
13,0.0800259163863957,0.9749000072479248,0.04681310606362919,0.9867666959762573
14,0.07834127300232649,0.9746999740600586,0.0440042676918519,0.9873499870300293
15,0.07545437066555023,0.9764000177383423,0.04220594834272439,0.9876833558082581
16,0.0808114582695067,0.9732999801635742,0.038758483701571825,0.9893333315849304
17,0.08229021648243069,0.9729999899864197,0.037272178852154565,0.989549994468689
18,0.0816709756847471,0.9731000065803528,0.03506062991588066,0.9900000095367432
19,0.08081803511455656,0.9729999899864197,0.032794244516827165,0.9905833601951599
20,0.0803484918653965,0.9728000164031982,0.0317044525275783,0.9911500215530396
21,0.08331631498001515,0.9728000164031982,0.02988970431968725,0.991599977016449
22,0.08342288089618087,0.9717000126838684,0.02750842167593073,0.9922166466712952
23,0.08448065419718623,0.9714999794960022,0.025619415510150914,0.9930166602134705
24,0.0836670396771282,0.9718000292778015,0.02469198647357213,0.9932666420936584
25,0.07983912740647793,0.9728999733924866,0.0237444319632176,0.9933333396911621
26,0.09408980323448778,0.9672999978065491,0.022255055344488937,0.9937333464622498
27,0.08890569739826024,0.9702000021934509,0.020933338508941232,0.9944166541099548
28,0.07861239560600371,0.9728999733924866,0.020628719052567614,0.9943000078201294
29,0.08341270651482045,0.9718000292778015,0.018304788755937867,0.9950833320617676
