,Centralized Accuracy,Centralized Loss
0,0.9500537514686584,0.1620814871695983
1,0.9847841858863831,0.05175709335482278
2,0.9894225001335144,0.036897145805422006
3,0.9919678568840027,0.027820075852258576
4,0.9937213659286499,0.020617112431146715
5,0.9950223565101624,0.016704885851947886
6,0.9957859516143799,0.013624078501736624
7,0.997200071811676,0.009632015107957378
8,0.9979919791221619,0.007111240230053303
9,0.9981051087379456,0.007156035623865615
10,0.9985576272010803,0.005455333546577939
11,0.9984727501869202,0.005536367352565372
12,0.9986424446105957,0.004179628410821835
13,0.9991798400878906,0.0031538367605706036
14,0.9992364048957825,0.0026994902213173873
15,0.9988687038421631,0.003450218376203114
16,0.9993212223052979,0.0022482748276560307
17,0.9991515278816223,0.002774040146957795
18,0.9993212223052979,0.0027678071601327063
19,0.9991232752799988,0.00291349531654459
20,0.9997737407684326,0.0012124712004020965
21,0.9998868703842163,0.0008665888470603773
22,0.9985576272010803,0.004657800833564808
23,0.9994343519210815,0.0019999268095672283
24,0.9997171759605408,0.001333343681473385
25,0.9999151825904846,0.0008320231467023964
26,0.9988121390342712,0.003492059097630106
27,0.9999717473983765,0.0006481633273201504
28,0.9999717473983765,0.0005073081677878237
29,0.9999717473983765,0.0004771285094136881
