,Train Loss,Train Accuracy,Test Loss,Test Accuracy
0,0.14462964690476657,0.9591000080108643,0.14807414193401733,0.9566333293914795
1,0.09053842923883348,0.9717000126838684,0.0871146391350155,0.9742500185966492
2,0.07172380725371186,0.9778000116348267,0.0681068590732757,0.979533314704895
3,0.060955684236774686,0.9807999730110168,0.0517630679130593,0.9847833514213562
