,Loss,Accuracy,Recall,Precision,TP,TN,FP,FN,F1_Score
0,0.35548056594464994,0.861153339414209,0.8877157360406092,0.8425515513586432,4372,4125,817,553,0.8645441961637335
1,0.32779681311031694,0.8755447451099625,0.8623350253807106,0.8853450072962268,4247,4392,550,678,0.873688541452376
2,0.36748300912050524,0.8732137427789601,0.9171573604060914,0.842723880597015,4517,4099,843,408,0.8783665532328634
3,0.3703953884759673,0.8929765886287625,0.8899492385786802,0.8950377782315704,4383,4428,514,542,0.8924862553451436
4,0.4064741897857669,0.8907469342251951,0.9108629441624365,0.8753170731707317,4486,4303,639,439,0.8927363184079603
5,0.41250897218590865,0.8959156785243741,0.8968527918781726,0.8948541329011345,4417,4423,519,508,0.8958523476320861
6,0.4340646003631055,0.8951048951048951,0.8956345177664975,0.8943633414436334,4411,4421,521,514,0.8949984782388151
7,0.43785452103518635,0.8959156785243741,0.9007106598984772,0.891837555287495,4436,4404,538,489,0.896252146681483
8,0.44795624810213575,0.8962197223066788,0.8998984771573604,0.8930082611323796,4432,4411,531,493,0.8964401294498383
9,0.4635927070398752,0.8964224181615486,0.9021319796954315,0.8916315472606864,4443,4402,540,482,0.8968510294711345
10,0.46659102718704826,0.8966251140164183,0.8996954314720812,0.8938874319144644,4431,4416,526,494,0.896782027929569
11,0.46511075777434424,0.8966251140164183,0.8980710659898478,0.8951629224853268,4423,4424,518,502,0.8966146361240624
12,0.4762392311458498,0.8976385932907672,0.9033502538071067,0.892835641180012,4449,4408,534,476,0.8980621719822367
13,0.4845725630964138,0.8972332015810277,0.8996954314720812,0.8949707129872753,4431,4422,520,494,0.8973268529769137
14,0.49069361944916223,0.8974358974358975,0.8982741116751269,0.8964539007092198,4424,4431,511,501,0.8973630831643001
15,0.49901152966381135,0.8983480287828114,0.9021319796954315,0.895044319097502,4443,4421,521,482,0.8985741733238953
16,0.5021087187358448,0.8980439850005068,0.9009137055837564,0.8954591321897074,4437,4424,518,488,0.898178137651822
17,0.5044262245831582,0.897030505726158,0.8992893401015228,0.8949282683370378,4429,4422,520,496,0.8971035041523192
18,0.5127816559173353,0.8975372453633323,0.9011167512690356,0.894397420395002,4438,4418,524,487,0.8977445129968646
19,0.514776827140167,0.8975372453633323,0.9007106598984772,0.8947156111335216,4436,4420,522,489,0.8977031265809977
20,0.5182046113229383,0.8972332015810277,0.9007106598984772,0.8941745615803266,4436,4417,525,489,0.897430710095084
21,0.5217820175857986,0.8975372453633323,0.9011167512690356,0.894397420395002,4438,4418,524,487,0.8977445129968646
22,0.5242548580942895,0.8976385932907672,0.8992893401015228,0.8960145660530042,4429,4428,514,496,0.8976489663558979
23,0.5290157273165669,0.8973345495084626,0.9013197969543147,0.8938783729359645,4439,4415,527,486,0.8975836619148722
24,0.5300386777162326,0.8972332015810277,0.9023350253807106,0.8929073739200322,4444,4409,533,481,0.8975964451625935
25,0.5418947506778338,0.897030505726158,0.903756345177665,0.8914480272381334,4451,4400,542,474,0.8975599919338576
26,0.5350972724016019,0.897030505726158,0.8992893401015228,0.8949282683370378,4429,4422,520,496,0.8971035041523192
27,0.5384749078929053,0.8973345495084626,0.9003045685279187,0.8946731234866828,4434,4420,522,491,0.8974800121445198
28,0.5411883069863143,0.8972332015810277,0.9005076142131979,0.8943335349868925,4435,4418,524,490,0.8974099554836098
29,0.5424155724415312,0.8973345495084626,0.9007106598984772,0.8943548387096775,4436,4418,524,489,0.8975214972180071
