,Loss,Accuracy,Recall,Precision,TP,TN,FP,FN,F1_Score
0,0.3953021853240297,0.8359177054829229,0.7764467005076142,0.8807001381851681,3824,4424,518,1101,0.8252940541707133
1,0.3001557352093605,0.888213236039323,0.8704568527918781,0.9021464646464646,4287,4477,465,638,0.8860183941304123
2,0.30890782996147786,0.8980439850005068,0.9009137055837564,0.8954591321897074,4437,4424,518,488,0.898178137651822
3,0.3334341128720671,0.9001722914766394,0.8952284263959391,0.9038540385403854,4409,4473,469,516,0.8995205549321637
4,0.35791453555549135,0.9007803790412486,0.9132994923857868,0.8906930693069307,4498,4390,552,427,0.9018546365914787
5,0.36653009224371513,0.9006790311138138,0.914517766497462,0.8895911514912107,4504,4383,559,421,0.9018822587104526
6,0.37487442868201865,0.9005776831863789,0.9061928934010153,0.8958249698916098,4463,4423,519,462,0.9009791056828504
7,0.3702330188508309,0.8897334549508462,0.9185786802030457,0.8681635002878526,4524,4255,687,401,0.8926598263614838
8,0.37075751350806624,0.8990574642748556,0.9011167512690356,0.8971093592076006,4438,4433,509,487,0.8991085899513777
9,0.3994367261321316,0.9009830748961184,0.9063959390862945,0.8963855421686747,4464,4426,516,461,0.9013629480060577
10,0.41333162453270966,0.9025032938076416,0.907005076142132,0.8986119493059747,4467,4438,504,458,0.9027890056588521
11,0.39319764215322206,0.8994628559845951,0.9039593908629442,0.8955944477972239,4452,4423,519,473,0.8997574777687956
12,0.44968088651068555,0.9032127292996858,0.915736040609137,0.8930693069306931,4510,4402,540,415,0.9042606516290725
13,0.44250221219259456,0.9035167730819905,0.9128934010152284,0.8957959752938832,4496,4419,523,429,0.9042638777152051
14,0.4249190795786988,0.9011857707509882,0.9074111675126904,0.8959502806736167,4469,4423,519,456,0.9016443054574801
15,0.4404911074442472,0.9027059896625114,0.9047715736040609,0.9007479280371943,4456,4451,491,469,0.9027552674230146
16,0.44674023734732404,0.9023005979527718,0.9118781725888325,0.8944433379804819,4491,4412,530,434,0.9030766137140559
17,0.4462935333827464,0.9027059896625114,0.9096446700507614,0.8968968968968969,4480,4427,515,445,0.9032258064516129
18,0.449621781824386,0.9026046417350765,0.9104568527918782,0.8960831334932055,4484,4422,520,441,0.9032128109578004
19,0.4556470023870226,0.9025032938076416,0.9108629441624365,0.8955879417049312,4486,4419,523,439,0.903160861687135
20,0.4576311007114893,0.9027059896625114,0.9094416243654823,0.8970558782295214,4479,4428,514,446,0.9032062915910467
21,0.4628927903341168,0.903010033444816,0.9108629441624365,0.8964828137490009,4486,4424,518,439,0.9036156712659885
22,0.4629786887095307,0.9027059896625114,0.9106598984771573,0.8961038961038961,4485,4422,520,440,0.9033232628398791
23,0.46471088156158674,0.9028073375899462,0.9106598984771573,0.8962829736211031,4485,4423,519,440,0.9034142411118944
24,0.4691748900844607,0.9031113813722509,0.9114720812182742,0.8961868636454382,4489,4422,520,436,0.9037648479967787
25,0.47005035731121336,0.903010033444816,0.9112690355329949,0.8961661341853036,4488,4422,520,437,0.9036544850498338
26,0.4726521109625747,0.9032127292996858,0.9106598984771573,0.897,4485,4427,515,440,0.9037783375314862
27,0.4772865247886663,0.9032127292996858,0.9110659898477157,0.8966826538768985,4487,4425,517,438,0.9038171014200826
28,0.47859022912253546,0.9034154251545556,0.9114720812182742,0.8967239312824611,4489,4425,517,436,0.9040378612425738
29,0.4804571040929848,0.9031113813722509,0.9112690355329949,0.896345116836429,4488,4423,519,437,0.9037454691904955
