,accuracy,auc,false_negatives,false_positives,loss,pr,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_pr,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.9268181920051575,0.9770609736442566,171.0,151.0,0.20118264415047385,0.9785334467887878,0.9307339191436768,0.9222727417945862,2049.0,2029.0,0.7191199660301208,0.7886382937431335,973.0,1874.0,0.6595973000342016,0.5844208598136902,0.5017282366752625,0.6597902178764343,5402.0,1887.0
1,0.9536363482475281,0.9897321462631226,99.0,105.0,0.15283606885509057,0.9896336793899536,0.9524025321006775,0.9549999833106995,2095.0,2101.0,0.7257300615310669,0.7556672096252441,1272.0,1508.0,0.6449530356590825,0.5779139995574951,0.5129199028015137,0.5552447438240051,5768.0,1588.0
2,0.9672726988792419,0.9948077201843262,72.0,72.0,0.12588105339895594,0.9946826100349426,0.9672726988792419,0.9672726988792419,2128.0,2128.0,0.7474349141120911,0.753215491771698,1387.0,1173.0,0.6266886203328549,0.5753879547119141,0.5566893219947815,0.5150349736213684,6103.0,1473.0
3,0.9690909385681152,0.9959352612495422,67.0,69.0,0.11510683978145773,0.9957378506660461,0.968664824962616,0.9695454835891724,2131.0,2133.0,0.7485201358795166,0.7405015826225281,1433.0,1116.0,0.6683424580445323,0.5631476044654846,0.5611482262611389,0.4989510476589203,6160.0,1427.0
4,0.9781818389892578,0.9979248046875,42.0,54.0,0.10038319506428459,0.9979871511459351,0.9755877256393433,0.9809091091156006,2146.0,2158.0,0.7435871958732605,0.7621110677719116,1319.0,1280.0,0.6329568103249843,0.5779682397842407,0.5462601780891418,0.538811206817627,5996.0,1541.0
5,0.9797727465629578,0.9982655644416809,40.0,49.0,0.09367018420587886,0.998225212097168,0.9778180122375488,0.9818181991577148,2151.0,2160.0,0.7513812184333801,0.7864043116569519,1358.0,1162.0,0.6007381045827738,0.5962833762168884,0.5638138055801392,0.5251747965812683,6114.0,1502.0
6,0.9827272891998291,0.9985624551773071,31.0,45.0,0.08965787348422137,0.9985628128051758,0.9796748161315918,0.985909104347229,2155.0,2169.0,0.749112069606781,0.7719075083732605,1310.0,1233.0,0.6294772192635871,0.5919041037559509,0.556952953338623,0.5419580340385437,6043.0,1550.0
7,0.9856818318367004,0.9993220567703247,29.0,34.0,0.07820855155587196,0.9993284344673157,0.9845805168151855,0.9868181943893433,2166.0,2171.0,0.7391476035118103,0.7352267503738403,1309.0,1335.0,0.6790976419915529,0.5676692128181458,0.5374220609664917,0.5423076748847961,5941.0,1551.0
8,0.9879545569419861,0.9994133710861206,19.0,34.0,0.07502014509656213,0.9994240999221802,0.9846501350402832,0.9913636445999146,2166.0,2181.0,0.7455604076385498,0.7527957558631897,1299.0,1280.0,0.6484255389896263,0.578333854675293,0.549454391002655,0.5458042025566101,5996.0,1561.0
9,0.9938636422157288,0.9998396635055542,8.0,19.0,0.06268690887499939,0.9998394250869751,0.9914066195487976,0.996363639831543,2181.0,2192.0,0.7573993802070618,0.7701117396354675,1385.0,1074.0,0.6371485415931376,0.5875499844551086,0.5786582827568054,0.5157342553138733,6202.0,1475.0
10,0.9938636422157288,0.9997832179069519,10.0,17.0,0.06389018085869876,0.9997831583023071,0.9922972321510315,0.9954545497894287,2183.0,2190.0,0.7523677945137024,0.7583367228507996,1302.0,1208.0,0.6553380421135684,0.5879460573196411,0.56326824426651,0.544755220413208,6068.0,1558.0
