,Epoch,Loss,Session,Person,TN,FP,FN,TP,Individual Avg. Precision,Aggregate Avg. Precision,Individual Accuracy,Individual Precision,Individual Recall,Individual F1-Score,Aggregate Accuracy,Aggregate Precision,Aggregate Recall,Aggregate F1_Score
0,0,1.295579433441162,,80.0,208,42,926,642,0.9189563651809599,0.7804624520120957,0.4675467546754675,0.9385964912280702,0.4094387755102041,0.5701598579040853,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
1,0,1.295579433441162,,52.0,753,13,121,75,0.7346430618135827,0.7804624520120957,0.8607068607068608,0.8522727272727273,0.3826530612244898,0.528169014084507,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
2,0,1.295579433441162,,120.0,451,0,119,5,0.6720130301031834,0.7804624520120957,0.7930434782608695,1.0,0.04032258064516129,0.07751937984496124,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
3,0,1.295579433441162,,107.0,457,1,715,1,0.8612412794912468,0.7804624520120957,0.3901192504258944,0.5,0.0013966480446927375,0.002785515320334262,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
4,0,1.295579433441162,,115.0,356,2,137,59,0.7589595276006225,0.7804624520120957,0.7490974729241877,0.9672131147540983,0.3010204081632653,0.45914396887159536,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
5,0,1.295579433441162,,96.0,656,0,327,1,0.7560770526979187,0.7804624520120957,0.6676829268292683,1.0,0.003048780487804878,0.006079027355623101,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
6,0,1.295579433441162,,48.0,274,0,144,0,0.6632670716609819,0.7804624520120957,0.6555023923444976,,0.0,,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
7,0,1.295579433441162,,92.0,293,39,672,104,0.777684367510413,0.7804624520120957,0.3583032490974729,0.7272727272727273,0.13402061855670103,0.2263329706202394,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
8,0,1.295579433441162,,109.0,474,0,275,1,0.829941402043135,0.7804624520120957,0.6333333333333333,1.0,0.0036231884057971015,0.007220216606498195,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
9,0,1.295579433441162,,59.0,170,14,122,70,0.7758707388703662,0.7804624520120957,0.6382978723404256,0.8333333333333334,0.3645833333333333,0.5072463768115941,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
10,0,1.295579433441162,,43.0,326,0,140,4,0.8369956862660999,0.7804624520120957,0.7021276595744681,1.0,0.027777777777777776,0.05405405405405406,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
11,0,1.295579433441162,,64.0,403,4,239,37,0.7409820136793452,0.7804624520120957,0.6442166910688141,0.9024390243902439,0.13405797101449277,0.23343848580441642,0.589546191247974,0.8967684021543986,0.20239059967585088,0.33024793388429746
12,1,1.467251181602478,,80.0,226,24,1085,483,0.9266536315998025,0.756683904209869,0.38998899889988997,0.9526627218934911,0.3080357142857143,0.4655421686746989,0.5660453808752026,0.9147582697201018,0.1456645056726094,0.25131073051380637
