,FN,FP,TN,TP,accuracy,loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss,Session
0,0.0,0.0,31.870967864990234,0.0,1.0,0.0026968628345146405,15.0,0.0,16.5,0.0,0.523809552192688,7.32337763347323,1
1,0.0,0.0,31.870967864990234,0.0,1.0,2.6508361378388064e-05,15.0,0.0,16.5,0.0,0.523809552192688,7.32337766980368,1
2,0.0,0.0,31.870967864990234,0.0,1.0,1.4759657758927663e-05,15.0,0.0,16.5,0.0,0.523809552192688,7.32337763347323,1
3,0.0,0.0,31.870967864990234,0.0,1.0,3.6653832951704312e-06,15.0,0.0,16.5,0.0,0.523809552192688,7.323377612280467,1
4,0.0,0.0,31.870967864990234,0.0,1.0,1.9231546984654046e-06,15.0,0.0,16.5,0.0,0.523809552192688,7.323377651638455,1
5,0.0,0.0,31.870967864990234,0.0,1.0,1.6464298241807429e-06,15.0,0.0,16.5,0.0,0.523809552192688,7.323377600170317,1
6,0.0,0.0,31.870967864990234,0.0,1.0,1.6412518674758626e-07,15.0,0.0,16.5,0.0,0.523809552192688,7.323377642555842,1
7,0.0,0.0,31.870967864990234,0.0,1.0,1.6816765849045019e-07,15.0,0.0,16.5,0.0,0.523809552192688,7.323377566867404,1
8,0.0,0.0,31.870967864990234,0.0,1.0,3.557945591474179e-06,15.0,0.0,16.5,0.0,0.523809552192688,7.3233776455833794,1
9,0.0,0.0,31.870967864990234,0.0,1.0,8.946762842227763e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.323377589573936,1
10,0.0,0.0,31.870967864990234,0.0,1.0,3.7494293496337036e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.3233776410420734,1
11,0.0,0.0,31.870967864990234,0.0,1.0,3.12502810313691e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.323377627418155,1
12,0.0,0.0,31.870967864990234,0.0,1.0,1.3870056195972474e-07,15.0,0.0,16.5,0.0,0.523809552192688,7.323377585032629,1
13,0.0,0.0,31.870967864990234,0.0,1.0,1.8370071700419228e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.323377585032629,1
14,0.0,0.0,31.870967864990234,0.0,1.0,4.162697419871154e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.3233775880601675,1
15,0.0,0.0,31.870967864990234,0.0,1.0,1.0135212176493384e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.323377541133335,1
16,0.0,0.0,31.870967864990234,0.0,1.0,1.7133377735910513e-08,15.0,0.0,16.5,0.0,0.523809552192688,7.323377606225392,1
17,0.0,0.0,31.870967864990234,0.0,1.0,7.691897260381782e-09,15.0,0.0,16.5,0.0,0.523809552192688,7.323377651638455,1
