,Loss,Accuracy,Recall,Precision,TP,TN,FP,FN,F1_Score
0,0.4313434202186652,0.8317624404580927,0.9220304568527918,0.7806429430978168,4541,3666,1276,384,0.8454663935952337
1,0.37994029488615766,0.8790919225701834,0.84751269035533,0.9042461005199307,4174,4500,442,751,0.8749606959438215
2,0.3808263521769096,0.8837539272321882,0.8775634517766497,0.8882038635429511,4322,4398,544,603,0.8828515984067
3,0.39908682559583375,0.8826391000304044,0.8627411167512691,0.8981187909532868,4249,4460,482,676,0.8800745650372825
4,0.4368058088855924,0.8841593189419277,0.8938071065989848,0.8765432098765432,4402,4322,620,523,0.88509098220569
5,0.45437151465438663,0.8842606668693626,0.8814213197969543,0.8860992039191672,4341,4384,558,584,0.8837540716612379
6,0.4601932129262384,0.8832471875950136,0.8891370558375634,0.8784353059177532,4379,4336,606,546,0.8837537840565084
7,0.4748885029163819,0.8852741461437114,0.8891370558375634,0.8819738167170191,4379,4356,586,546,0.885540950455005
8,0.4854826517906252,0.8850714502888416,0.8797969543147208,0.8888205128205128,4333,4400,542,592,0.8842857142857143
9,0.49038539689632277,0.886388973345495,0.8856852791878173,0.8865853658536585,4362,4384,558,563,0.8861350939563231
10,0.4996020578176528,0.8846660585791021,0.8848730964467005,0.8841550010144046,4358,4371,571,567,0.88451390298356
11,0.5116723083545917,0.8854768419985811,0.8891370558375634,0.8823292363489824,4379,4358,584,546,0.885720064724919
12,0.5146810711955169,0.8849701023614067,0.883248730964467,0.8859470468431772,4350,4382,560,575,0.8845958312150483
13,0.5199536347623054,0.8849701023614067,0.8883248730964467,0.8820564516129032,4375,4357,585,550,0.8851795649974709
14,0.5284310432809302,0.8859835816357555,0.8891370558375634,0.8832190399354578,4379,4363,579,546,0.8861681675604572
15,0.5251908525359589,0.8858822337083206,0.8828426395939086,0.8878905452317746,4348,4393,549,577,0.8853593972714315
16,0.5376266734636915,0.886388973345495,0.8881218274111675,0.8847087378640777,4374,4372,570,551,0.8864119971628331
17,0.5410892141103062,0.8854768419985811,0.8877157360406092,0.8834107900585977,4372,4365,577,553,0.8855580311930322
18,0.5466713452484185,0.8854768419985811,0.8899492385786802,0.8817139408569704,4383,4354,588,542,0.8858124494745352
19,0.5487286556385242,0.8856795378534509,0.8889340101522842,0.8828392821133293,4378,4361,581,547,0.8858761634965601
20,0.5485869687598327,0.8865916692003648,0.8822335025380711,0.8896396396396397,4345,4403,539,580,0.8859210928738914
21,0.5568075288941694,0.8858822337083206,0.8877157360406092,0.8841253791708796,4372,4369,573,553,0.8859169199594732
22,0.5600719046360386,0.886388973345495,0.8858883248730964,0.8864282811865095,4363,4383,559,562,0.8861582207779019
23,0.5644306258373702,0.8858822337083206,0.8885279187817259,0.8835049464970725,4376,4365,577,549,0.8860093136262401
24,0.5669141951020952,0.8860849295631904,0.8891370558375634,0.8833972160580996,4379,4364,578,546,0.8862578425419955
25,0.5699918137442822,0.8868957129826696,0.8883248730964467,0.8854482898198746,4375,4376,566,550,0.886884248935739
26,0.5742765952397607,0.8857808857808858,0.8895431472081218,0.8825543916196615,4381,4359,583,544,0.8860349883709171
27,0.5778142137668014,0.885578189926016,0.8897461928934011,0.8820450885668277,4382,4356,586,543,0.8858789042757506
28,0.5791917554815352,0.8853754940711462,0.8877157360406092,0.8832323232323233,4372,4364,578,553,0.8854683544303797
29,0.5814668603274378,0.885578189926016,0.8879187817258883,0.8834343434343435,4373,4365,577,552,0.8856708860759493
