,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_64_FN,subject_64_FP,subject_64_TN,subject_64_TP,subject_64_accuracy,subject_64_loss,subject_80_FN,subject_80_FP,subject_80_TN,subject_80_TP,subject_80_accuracy,subject_80_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,2.633333444595337,2.073333263397217,13.926666259765625,13.366666793823242,0.8501041531562805,0.3515722742676735,0.0,4.476190567016602,26.952381134033203,0.0,0.8545454740524292,0.42999479553916237,26.379310607910156,2.068965435028076,2.620689630508423,0.931034505367279,0.12392241507768631,1.6661342793497547,0.0,19.292682647705078,12.414633750915527,0.0,0.38807693123817444,1.1318311929702758,0.0,6.465116500854492,24.976743698120117,0.0,0.7892012000083923,0.4416923427722863,1.8292683362960815,0.9512194991111755,27.634145736694336,1.0,0.907608687877655,0.3926632226624104,0.0,30.086956024169922,1.2173912525177002,0.0,0.04027777910232544,2.3545070542229545,0.0,0.3076923191547394,30.461538314819336,0.0,0.9850000143051147,0.17706917405128478,6.275862216949463,0.931034505367279,24.44827651977539,0.2068965584039688,0.7667748928070068,0.5610362262952895,0.0,0.27586206793785095,30.89655113220215,0.0,0.9872787594795227,0.08020778573983539,3.8566038608551025,7.520754814147949,20.32830238342285,0.2792452871799469,0.6422250866889954,0.7976930173234368
1,2.053333282470703,1.6466666460037231,14.353333473205566,13.946666717529297,0.8790624737739563,0.3030537957946459,0.0,1.952380895614624,29.4761905670166,0.0,0.9348484873771667,0.28349186326518205,27.034482955932617,1.2758620977401733,3.4137930870056152,0.27586206793785095,0.11691810190677643,1.845117083911238,0.0,17.682926177978516,14.02439022064209,0.0,0.4419230818748474,1.07457973076747,0.0,4.30232572555542,27.13953399658203,0.0,0.8650147914886475,0.3258501132564432,2.0731706619262695,0.26829269528388977,28.317073822021484,0.7560975551605225,0.9231366515159607,0.3292481016298259,0.0,29.217391967773438,2.08695650100708,0.0,0.0694444477558136,2.098741324742635,0.0,0.1538461595773697,30.615385055541992,0.0,0.9912499785423279,0.13080290853977203,6.379310131072998,0.4482758641242981,24.931034088134766,0.1034482792019844,0.786255419254303,0.5990773854833661,0.0,0.1034482792019844,31.068965911865234,0.0,0.9961283206939697,0.04611995114030036,3.97735857963562,6.373584747314453,21.47547149658203,0.15849056839942932,0.676262378692627,0.7455878624830565
2,1.7866666316986084,1.4600000381469727,14.539999961853027,14.213333129882812,0.8940625190734863,0.2797310591737429,0.0,1.4285714626312256,30.0,0.0,0.9507575631141663,0.20423355319283226,27.275861740112305,0.9655172228813171,3.724138021469116,0.03448275849223137,0.11853448301553726,2.212957197222216,0.0,14.780488014221191,16.926828384399414,0.0,0.5411538481712341,0.8755672487845788,0.0,3.6744186878204346,27.76744270324707,0.0,0.8812869787216187,0.2936306163756805,2.7073171138763428,0.09756097197532654,28.487804412841797,0.12195122241973877,0.9118788838386536,0.2853998497406148,0.0,27.2608699798584,4.043478488922119,0.0,0.13402777910232544,1.6805759827295939,0.0,0.0,30.769229888916016,0.0,0.9987499713897705,0.08235861629247665,6.379310131072998,0.27586206793785095,25.10344886779785,0.1034482792019844,0.7911255359649658,0.6929835060458163,0.0,0.03448275849223137,31.13793182373047,0.0,0.9988937973976135,0.020233887964777188,4.101886749267578,5.51698112487793,22.332075119018555,0.03396226465702057,0.7004483342170715,0.7070322981866366
3,1.5733333826065063,1.4666666984558105,14.533333778381348,14.426666259765625,0.9035416841506958,0.26550611277421315,0.0,1.6666666269302368,29.761905670166016,0.0,0.9477272629737854,0.2316426067641287,26.931034088134766,1.1724138259887695,3.5172414779663086,0.37931033968925476,0.1260775923728943,2.0047902732059875,0.0,18.585365295410156,13.12195110321045,0.0,0.41499999165534973,1.1643887406129103,0.0,4.069767475128174,27.372093200683594,0.0,0.8642751574516296,0.3341466385937301,1.8048779964447021,0.5121951103210449,28.073171615600586,1.0243902206420898,0.9223602414131165,0.3429648913211704,0.0,28.521739959716797,2.7826087474823,0.0,0.0868055522441864,1.9452354590098062,0.0,0.07692307978868484,30.69230842590332,0.0,0.9962499737739563,0.09779216766357422,6.379310131072998,0.517241358757019,24.86206817626953,0.1034482792019844,0.7824675440788269,0.6412559703831032,0.0,0.13793103396892548,31.034482955932617,0.0,0.9961283206939697,0.029914665480960258,3.9245283603668213,6.426414966583252,21.42264175415039,0.21132075786590576,0.6752005815505981,0.7644867456538771
4,1.4666666984558105,1.3333333730697632,14.666666984558105,14.533333778381348,0.910729169845581,0.25256254519025484,0.0,0.9523809552192688,30.4761905670166,0.0,0.9666666388511658,0.14466448281750535,27.275861740112305,0.6206896305084229,4.068965435028076,0.03448275849223137,0.13254310190677643,2.319589146252336,0.0,11.292682647705078,20.414634704589844,0.0,0.6446154117584229,0.6685996098701771,0.0,2.232558250427246,29.20930290222168,0.0,0.9249260425567627,0.25847587342092976,2.804877996444702,0.04878048598766327,28.536584854125977,0.024390242993831635,0.9111024737358093,0.2676232109158676,0.0,21.95652198791504,9.34782600402832,0.0,0.30347222089767456,1.1466234419080945,0.0,0.0,30.769229888916016,0.0,1.0,0.050572525262832645,6.448276042938232,0.17241379618644714,25.20689582824707,0.03448275849223137,0.7938311696052551,0.705287322595522,0.0,0.03448275849223137,31.13793182373047,0.0,0.9994469285011292,0.014731998167997968,4.124528408050537,4.188679218292236,23.660377502441406,0.011320754885673523,0.740738570690155,0.6279136358904017
5,1.340000033378601,1.3600000143051147,14.640000343322754,14.65999984741211,0.9131249785423279,0.2425136932730675,0.0,1.5714285373687744,29.85714340209961,0.0,0.9492424130439758,0.21296042240027224,26.931034088134766,1.1034482717514038,3.5862069129943848,0.37931033968925476,0.12392241507768631,2.064896061502654,0.0,16.682926177978516,15.02439022064209,0.0,0.4657692313194275,1.0256123109964224,0.0,6.767441749572754,24.674419403076172,0.0,0.7777366638183594,0.44570444180415225,2.146341562271118,0.19512194395065308,28.390243530273438,0.6829268336296082,0.9246894121170044,0.29476531044296594,0.0,27.130434036254883,4.17391300201416,0.0,0.14027777314186096,1.7141499333911472,0.0,0.0,30.769229888916016,0.0,0.9987499713897705,0.06673985123634338,6.379310131072998,0.24137930572032928,25.13793182373047,0.1034482792019844,0.7905844449996948,0.7021241474461246,0.0,0.06896551698446274,31.10344886779785,0.0,0.997787594795227,0.020379805686034723,3.97735857963562,6.343396186828613,21.505661010742188,0.15849056839942932,0.6751415729522705,0.7433215544548952
6,1.2066667079925537,1.1200000047683716,14.880000114440918,14.793333053588867,0.9251041412353516,0.22892710506916047,0.0,0.8571428656578064,30.571428298950195,0.0,0.9704545736312866,0.13225560061859362,27.275861740112305,0.5517241358757019,4.137930870056152,0.03448275849223137,0.13308189809322357,2.484313857966456,0.0,11.756097793579102,19.95121955871582,0.0,0.6273077130317688,0.7149348378181457,0.0,1.6279069185256958,29.813953399658203,0.0,0.9452662467956543,0.19657214100544268,2.7804877758026123,0.04878048598766327,28.536584854125977,0.04878048598766327,0.9122670888900757,0.26563019023178525,0.0,21.0,10.30434799194336,0.0,0.32847222685813904,1.2131664302614,0.0,0.0,30.769229888916016,0.0,1.0,0.05227723151445389,6.413793087005615,0.1034482792019844,25.275861740112305,0.06896551698446274,0.7943723201751709,0.8025872049393592,0.0,0.03448275849223137,31.13793182373047,0.0,0.9994469285011292,0.010827233833549298,4.116981029510498,4.056603908538818,23.79245376586914,0.01886792480945587,0.7440419793128967,0.6578354805412581
7,1.3266667127609253,1.0133333206176758,14.986666679382324,14.673333168029785,0.924791693687439,0.2226779722670714,0.0,1.6190476417541504,29.809524536132812,0.0,0.9431818127632141,0.23622231483459472,26.931034088134766,1.2068965435028076,3.4827585220336914,0.37931033968925476,0.1298491358757019,1.9489750574375022,0.0,13.682927131652832,18.024391174316406,0.0,0.5653846263885498,0.8063122512744023,0.0,5.116279125213623,26.325580596923828,0.0,0.8350591659545898,0.39114502407389984,2.341463327407837,0.09756097197532654,28.487804412841797,0.4878048896789551,0.9215838313102722,0.28409280003227805,0.0,25.434782028198242,5.869565010070801,0.0,0.19583334028720856,1.510649440023634,0.0,0.0,30.769229888916016,0.0,1.0,0.0545632654428482,6.379310131072998,0.17241379618644714,25.20689582824707,0.1034482792019844,0.7938311696052551,0.7210898817359627,0.0,0.06896551698446274,31.10344886779785,0.0,0.997787594795227,0.01784780858068076,4.007547378540039,5.45660400390625,22.392452239990234,0.12830188870429993,0.7044006586074829,0.6724180602813565
8,1.0666667222976685,1.09333336353302,14.90666675567627,14.933333396911621,0.9315624833106995,0.21583525319894156,0.0,1.4285714626312256,30.0,0.0,0.9522727131843567,0.20377485038656176,26.89655113220215,0.931034505367279,3.7586207389831543,0.4137931168079376,0.13146552443504333,2.130001372304456,0.0,14.365853309631348,17.341463088989258,0.0,0.5438461303710938,0.8938960003852844,0.0,4.139534950256348,27.302326202392578,0.0,0.8572485446929932,0.3332617670826658,2.2195122241973877,0.17073170840740204,28.414634704589844,0.6097561120986938,0.9262422323226929,0.28760448153714957,0.0,25.34782600402832,5.956521511077881,0.0,0.19166666269302368,1.639266186290317,0.0,0.0,30.769229888916016,0.0,1.0,0.0633147406578064,6.379310131072998,0.17241379618644714,25.20689582824707,0.1034482792019844,0.7938311696052551,0.8064936789083275,0.0,0.06896551698446274,31.10344886779785,0.0,0.997787594795227,0.015509488361895876,3.98490571975708,5.362264156341553,22.486791610717773,0.15094339847564697,0.7058753967285156,0.714844292180051
9,1.059999942779541,1.153333306312561,14.84666633605957,14.9399995803833,0.9313541650772095,0.21087371413906417,0.0,0.9523809552192688,30.4761905670166,0.0,0.9666666388511658,0.14466448281750535,27.275861740112305,0.6206896305084229,4.068965435028076,0.03448275849223137,0.13254310190677643,2.319589146252336,0.0,11.292682647705078,20.414634704589844,0.0,0.6446154117584229,0.6685996098701771,0.0,2.232558250427246,29.20930290222168,0.0,0.9249260425567627,0.25847587342092976,2.804877996444702,0.04878048598766327,28.536584854125977,0.024390242993831635,0.9111024737358093,0.2676232109158676,0.0,21.95652198791504,9.34782600402832,0.0,0.30347222089767456,1.1466234419080945,0.0,0.0,30.769229888916016,0.0,1.0,0.050572525262832645,6.448276042938232,0.17241379618644714,25.20689582824707,0.03448275849223137,0.7938311696052551,0.705287322595522,0.0,0.03448275849223137,31.13793182373047,0.0,0.9994469285011292,0.014731998167997968,4.094339847564697,3.9094340801239014,23.93962287902832,0.04150943458080292,0.7491151690483093,0.6401187721683823
