,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,2.2133333683013916,1.7799999713897705,14.220000267028809,13.786666870117188,0.8730208277702332,0.32195114413897197,0.0,0.1818181872367859,30.363636016845703,0.0,0.9940476417541504,0.10852944141342527,0.0,0.5,31.299999237060547,0.0,0.981918215751648,0.10093503304809895,0.0,0.3571428656578064,30.64285659790039,0.0,0.9873272180557251,0.11493143617832166,0.0,3.6842105388641357,27.894737243652344,0.0,0.8766666650772095,0.4161359083652496,0.0,0.0,31.076923370361328,0.0,0.9993811845779419,0.1272601322962506,0.0,0.4117647111415863,31.352941513061523,0.0,0.9824073910713196,0.1620792367944011,0.0,0.831932783126831,31.0,0.0,0.9713569283485413,0.1690738082970586
1,2.013333320617676,1.5733333826065063,14.426666259765625,13.986666679382324,0.8854166865348816,0.29368206441402434,0.0,0.09090909361839294,30.454545974731445,0.0,0.992559552192688,0.09064983470099312,0.0,0.8500000238418579,30.950000762939453,0.0,0.972484290599823,0.11783937941182335,0.0,0.4642857015132904,30.535715103149414,0.0,0.9832949042320251,0.14546772494294127,0.0,2.0526316165924072,29.526315689086914,0.0,0.9333333373069763,0.287831209897995,0.0,0.07692307978868484,31.0,0.0,0.9981435537338257,0.15549573302268982,0.0,0.8823529481887817,30.882352828979492,0.0,0.9666666388511658,0.17755886338375232,0.0,0.7310924530029297,31.100839614868164,0.0,0.9751847982406616,0.16523000029915866
2,1.9133332967758179,1.4866666793823242,14.513333320617676,14.08666706085205,0.8910416960716248,0.28478757361570994,0.0,0.6363636255264282,29.909090042114258,0.0,0.9747023582458496,0.12997556690658843,0.0,1.149999976158142,30.649999618530273,0.0,0.9622641801834106,0.13579717428429322,0.0,0.8571428656578064,30.14285659790039,0.0,0.9717742204666138,0.18758740540473692,0.0,2.8947367668151855,28.6842098236084,0.0,0.8999999761581421,0.31471581776936847,0.0,0.23076923191547394,30.846153259277344,0.0,0.9907178282737732,0.16743686426394055,0.0,1.2941176891326904,30.47058868408203,0.0,0.9564814567565918,0.2290641940302319,0.0,1.151260495185852,30.68067169189453,0.0,0.960929274559021,0.1955326816505716
3,1.653333306312561,1.440000057220459,14.5600004196167,14.34666633605957,0.903333306312561,0.2680388688047727,0.0,0.3636363744735718,30.18181800842285,0.0,0.9866071343421936,0.07051199390774682,0.0,0.75,31.049999237060547,0.0,0.972484290599823,0.11408770609201875,0.0,0.75,30.25,0.0,0.9752303957939148,0.18310603018729918,0.0,2.5789473056793213,29.0,0.0,0.9108333587646484,0.28463381886482236,0.0,0.03846153989434242,31.038461685180664,0.0,0.9956682920455933,0.1288129311091829,0.0,0.7647058963775635,31.0,0.0,0.9712963104248047,0.18951118058628505,0.0,0.8655462265014648,30.966386795043945,0.0,0.9693769812583923,0.1669443030984248
4,1.653333306312561,1.2866666316986084,14.713333129882812,14.34666633605957,0.9063541889190674,0.25969962080319725,0.0,0.6363636255264282,29.909090042114258,0.0,0.9747023582458496,0.133304625749588,0.0,1.7000000476837158,30.100000381469727,0.0,0.9426100850105286,0.1733843517378441,0.0,0.8571428656578064,30.14285659790039,0.0,0.9711981415748596,0.17879381405043712,0.0,5.052631378173828,26.526315689086914,0.0,0.8433333039283752,0.43411305983861287,0.0,0.07692307978868484,31.0,0.0,0.9975247383117676,0.12036168309721616,0.0,1.2352941036224365,30.52941131591797,0.0,0.9592592716217041,0.21114666914498365,0.0,1.5462185144424438,30.285715103149414,0.0,0.9503695964813232,0.206440106050014
5,1.6200000047683716,1.2133333683013916,14.786666870117188,14.380000114440918,0.9114583134651184,0.2491410556435585,0.0,0.0,30.545454025268555,0.0,0.9985119104385376,0.038909495231651124,0.0,0.20000000298023224,31.600000381469727,0.0,0.9937106966972351,0.0700860875863699,0.0,0.6071428656578064,30.39285659790039,0.0,0.9769585132598877,0.15859992300859793,0.0,1.6842105388641357,29.894737243652344,0.0,0.9433333277702332,0.20098843653996787,0.0,0.0,31.076923370361328,0.0,1.0,0.0754985066481156,0.0,0.11764705926179886,31.647058486938477,0.0,0.9972222447395325,0.127080956266986,0.0,0.462184876203537,31.369747161865234,0.0,0.9841604828834534,0.1176168553476097
6,1.4466667175292969,1.3333333730697632,14.666666984558105,14.553333282470703,0.9132291674613953,0.24501839747031529,0.0,0.6363636255264282,29.909090042114258,0.0,0.9747023582458496,0.09092936629340762,0.0,0.75,31.049999237060547,0.0,0.9756289124488831,0.10880158110609595,0.0,1.1785714626312256,29.821428298950195,0.0,0.9625576138496399,0.196708129847654,0.0,2.6842105388641357,28.894737243652344,0.0,0.9116666913032532,0.28229364355405173,0.0,0.11538461595773697,30.961538314819336,0.0,0.9962871074676514,0.12091610632320442,0.0,0.8823529481887817,30.882352828979492,0.0,0.9712963104248047,0.1624306504925092,0.0,1.042016863822937,30.789915084838867,0.0,0.9662090539932251,0.16506908138488138
7,1.3733333349227905,1.1200000047683716,14.880000114440918,14.626667022705078,0.918958306312561,0.23829121907552084,0.0,0.09090909361839294,30.454545974731445,0.0,0.9985119104385376,0.03635225675645329,0.0,0.05000000074505806,31.75,0.0,0.99842768907547,0.03220353451258731,0.0,0.4285714328289032,30.571428298950195,0.0,0.985023021697998,0.1282371560000055,0.0,1.6315789222717285,29.947368621826172,0.0,0.9516666531562805,0.18698887825012206,0.0,0.0,31.076923370361328,0.0,1.0,0.055817994777813996,0.0,0.1764705926179886,31.58823585510254,0.0,0.9916666746139526,0.10404278056489097,0.0,0.40336135029792786,31.428571701049805,0.0,0.9873284101486206,0.09437249848322103
8,1.3933333158493042,1.1266666650772095,14.873332977294922,14.606666564941406,0.9193750023841858,0.23370629916588465,0.0,0.4545454680919647,30.090909957885742,0.0,0.9851190447807312,0.05829653392235438,0.0,0.8500000238418579,30.950000762939453,0.0,0.9732704162597656,0.11370147553817281,0.0,1.9285714626312256,29.071428298950195,0.0,0.9251152276992798,0.24906949898064962,0.0,2.6842105388641357,28.894737243652344,0.0,0.9108333587646484,0.30149453997611997,0.0,0.1538461595773697,30.923076629638672,0.0,0.9913366436958313,0.1541213803362138,0.0,1.529411792755127,30.235294342041016,0.0,0.9472222328186035,0.21428774959511226,0.0,1.319327712059021,30.512605667114258,0.0,0.9535374641418457,0.19251221846376074
9,1.2999999523162842,1.1666666269302368,14.833333015441895,14.699999809265137,0.9227083325386047,0.22999449809392294,0.0,0.3636363744735718,30.18181800842285,0.0,0.9910714030265808,0.052306165652615685,0.0,0.20000000298023224,31.600000381469727,0.0,0.9897798895835876,0.06272949142463552,0.0,1.25,29.75,0.0,0.9596773982048035,0.19800800964030252,0.0,2.6842105388641357,28.894737243652344,0.0,0.9108333587646484,0.29378355383872984,0.0,0.0,31.076923370361328,0.0,1.0,0.0871259548729009,0.0,0.529411792755127,31.235294342041016,0.0,0.9814814925193787,0.14025024037670206,0.0,0.8655462265014648,30.966386795043945,0.0,0.971488893032074,0.14565597075689682
