,accuracy,auc,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.6581249833106995,0.7267216444015503,710.0,384.0,0.6174931445717812,0.6985871195793152,0.5562499761581421,1216.0,890.0,0.22677691280841827,0.3407813310623169,2.0,8788.0,0.7590781080311743,0.22654461860656738,0.9992235898971558,4.0,2574.0
1,0.8346874713897705,0.9087955355644226,284.0,245.0,0.45231879621744153,0.8430493474006653,0.8224999904632568,1355.0,1316.0,0.5173293352127075,0.4002380967140198,1844.0,3643.0,0.6946300333608296,0.1673142910003662,0.2841614782810211,5149.0,732.0
2,0.8862500190734863,0.9568261504173279,155.0,209.0,0.36289016902446747,0.8736396431922913,0.903124988079071,1391.0,1445.0,0.674876868724823,0.4661308228969574,2285.0,1411.0,0.644949193742391,0.17097532749176025,0.11296583712100983,7381.0,291.0
3,0.9196875095367432,0.9745859503746033,95.0,162.0,0.30454169094562533,0.9028194546699524,0.940625011920929,1438.0,1505.0,0.6785714030265808,0.5343335866928101,2193.0,1461.0,0.6209450023095429,0.20770065486431122,0.14868012070655823,7331.0,383.0
4,0.9362499713897705,0.9839447736740112,64.0,140.0,0.2669972456991673,0.9164677858352661,0.9599999785423279,1460.0,1536.0,0.6816502213478088,0.606585681438446,1997.0,1622.0,0.5991921429060278,0.2630622386932373,0.2247670739889145,7170.0,579.0
5,0.9487500190734863,0.9899707436561584,50.0,114.0,0.23504790052771568,0.9314903616905212,0.96875,1486.0,1550.0,0.6745249629020691,0.6078684329986572,1923.0,1777.0,0.6202335873596438,0.2687242925167084,0.2534937858581543,7015.0,653.0
6,0.9618750214576721,0.9939478039741516,35.0,87.0,0.2074890062212944,0.9473365545272827,0.9781249761581421,1513.0,1565.0,0.6997712850570679,0.6515859365463257,1848.0,1565.0,0.5923947737638083,0.31748801469802856,0.28260868787765503,7227.0,728.0
7,0.9653124809265137,0.9952472448348999,35.0,76.0,0.18876473978161812,0.9536867737770081,0.9781249761581421,1524.0,1565.0,0.6702146530151367,0.6155318021774292,1841.0,1908.0,0.6522854626136796,0.2780930697917938,0.2853260934352875,6884.0,735.0
8,0.9731249809265137,0.997469961643219,24.0,62.0,0.1670374246686697,0.9621489644050598,0.9850000143051147,1538.0,1576.0,0.6782195568084717,0.6253591179847717,1864.0,1794.0,0.6460891318187002,0.284118115901947,0.2763975262641907,6998.0,712.0
9,0.9803125262260437,0.9980741739273071,22.0,41.0,0.15034247048199176,0.974675714969635,0.9862499833106995,1559.0,1578.0,0.6761083602905273,0.6456685662269592,1565.0,2117.0,0.6592520245525889,0.3232097327709198,0.3924689292907715,6675.0,1011.0
10,0.9793750047683716,0.9985982775688171,21.0,45.0,0.14155720062553884,0.9722906351089478,0.9868749976158142,1555.0,1579.0,0.6703026294708252,0.6239924430847168,1775.0,1973.0,0.6756699730358352,0.2887527048587799,0.3109472095966339,6819.0,801.0
11,0.989062488079071,0.9994604587554932,10.0,25.0,0.12645112559199334,0.9845201373100281,0.9937499761581421,1575.0,1590.0,0.6740851402282715,0.6316648721694946,1652.0,2053.0,0.6763396881400154,0.3103795647621155,0.3586956560611725,6739.0,924.0
