,accuracy,auc,false_negatives,false_positives,loss,precision,recall,subject_107_accuracy,subject_107_auc,subject_107_false_negatives,subject_107_false_positives,subject_107_loss,subject_107_precision,subject_107_recall,subject_107_true_negatives,subject_107_true_positives,subject_115_accuracy,subject_115_auc,subject_115_false_negatives,subject_115_false_positives,subject_115_loss,subject_115_precision,subject_115_recall,subject_115_true_negatives,subject_115_true_positives,subject_43_accuracy,subject_43_auc,subject_43_false_negatives,subject_43_false_positives,subject_43_loss,subject_43_precision,subject_43_recall,subject_43_true_negatives,subject_43_true_positives,subject_52_accuracy,subject_52_auc,subject_52_false_negatives,subject_52_false_positives,subject_52_loss,subject_52_precision,subject_52_recall,subject_52_true_negatives,subject_52_true_positives,subject_64_accuracy,subject_64_auc,subject_64_false_negatives,subject_64_false_positives,subject_64_loss,subject_64_precision,subject_64_recall,subject_64_true_negatives,subject_64_true_positives,subject_80_accuracy,subject_80_auc,subject_80_false_negatives,subject_80_false_positives,subject_80_loss,subject_80_precision,subject_80_recall,subject_80_true_negatives,subject_80_true_positives,subject_92_accuracy,subject_92_auc,subject_92_false_negatives,subject_92_false_positives,subject_92_loss,subject_92_precision,subject_92_recall,subject_92_true_negatives,subject_92_true_positives,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
6,0.6339285969734192,0.6991449594497681,805.0,220.0,1.6561945731299264,0.7300613522529602,0.42500001192092896,0.9977777600288391,0.0,0.0,2.0,0.03695611866811911,0.0,0.0,898.0,0.0,0.8916184902191162,0.0,0.0,75.0,0.27658283331490663,0.0,0.0,617.0,0.0,1.0,0.0,0.0,0.0,0.0016472064253660091,0.0,0.0,644.0,0.0,1.0,0.0,0.0,0.0,0.00014721922158390623,0.0,0.0,660.0,0.0,0.9462540745735168,0.5905820727348328,64.0,2.0,0.25831907540438426,0.0,0.0,1162.0,0.0,0.6439075469970703,0.6401223540306091,248.0,91.0,1.4526489532294393,0.7547169923782349,0.5303030014038086,333.0,280.0,0.8857868313789368,0.642389714717865,3.0,87.0,0.44244475435787045,0.8884615302085876,0.9956896305084229,5.0,693.0,1180.0,595.0,0.8341856002807617,0.8497312664985657,637.0,1114.0,0.4519396401716001,0.5037862062454224,0.6397058963775635,7678.0,1131.0
7,0.6392857432365417,0.7059473395347595,802.0,208.0,1.6413790256636482,0.7419354915618896,0.427142858505249,0.9988889098167419,0.0,0.0,1.0,0.018396702367398474,0.0,0.0,899.0,0.0,0.8482658863067627,0.0,0.0,105.0,0.3630816631578986,0.0,0.0,587.0,0.0,1.0,0.0,0.0,0.0,0.0012252926291400417,0.0,0.0,644.0,0.0,1.0,0.0,0.0,0.0,0.0001638800757725469,0.0,0.0,660.0,0.0,0.9470683932304382,0.5796485543251038,64.0,1.0,0.2593926790288683,0.0,0.0,1163.0,0.0,0.6228991746902466,0.6357114911079407,268.0,91.0,1.6871794852889885,0.7407407164573669,0.49242424964904785,333.0,260.0,0.8845177888870239,0.6523301005363464,1.0,90.0,0.4759347470581229,0.8853503465652466,0.9985632300376892,2.0,695.0,1192.0,598.0,0.8367424011230469,0.8490212559700012,632.0,1092.0,0.4528514563134222,0.5098743438720703,0.6425339579582214,7700.0,1136.0
8,0.6496428847312927,0.7141980528831482,765.0,216.0,1.5726979085377284,0.7461809515953064,0.4535714387893677,1.0,0.0,0.0,0.0,0.01311170122689671,0.0,0.0,900.0,0.0,0.9031791687011719,0.0,0.0,67.0,0.23473729778920985,0.0,0.0,625.0,0.0,1.0,0.0,0.0,0.0,0.002069958176186181,0.0,0.0,644.0,0.0,1.0,0.0,0.0,0.0,0.00020380485220812262,0.0,0.0,660.0,0.0,0.9470683932304382,0.5971125960350037,64.0,1.0,0.2543043744619875,0.0,0.0,1163.0,0.0,0.6397058963775635,0.6380388140678406,244.0,99.0,1.4385744743988294,0.7415143847465515,0.5378788113594055,325.0,284.0,0.8845177888870239,0.6727027297019958,1.0,90.0,0.4746170191444116,0.8853503465652466,0.9985632300376892,2.0,695.0,1184.0,635.0,0.8307765126228333,0.8502083420753479,593.0,1194.0,0.4620688472733353,0.4959898591041565,0.6645927429199219,7598.0,1175.0
9,0.6546428799629211,0.7176596522331238,748.0,219.0,1.5432725150244577,0.7485648393630981,0.4657142758369446,1.0,0.0,0.0,0.0,0.012910248765514956,0.0,0.0,900.0,0.0,0.9147399067878723,0.0,0.0,59.0,0.2196494834013068,0.0,0.0,633.0,0.0,1.0,0.0,0.0,0.0,0.0028629686585077956,0.0,0.0,644.0,0.0,1.0,0.0,0.0,0.0,0.00020095611151632373,0.0,0.0,660.0,0.0,0.9446253776550293,0.6036632061004639,64.0,4.0,0.24814333095661203,0.0,0.0,1160.0,0.0,0.6302521228790283,0.6465502381324768,268.0,84.0,1.4423026718011422,0.7558139562606812,0.49242424964904785,340.0,260.0,0.8819797039031982,0.6885775923728943,1.0,92.0,0.6111698229300794,0.8831003904342651,0.9985632300376892,0.0,695.0,1181.0,652.0,0.8283144235610962,0.8481473922729492,582.0,1231.0,0.4732650346376679,0.4906909465789795,0.6708144545555115,7561.0,1186.0
10,0.6546428799629211,0.7233660817146301,757.0,210.0,1.54160131250109,0.7538101077079773,0.459285706281662,1.0,0.0,0.0,0.0,0.009855765340228875,0.0,0.0,900.0,0.0,0.8612716794013977,0.0,0.0,96.0,0.33937414843222996,0.0,0.0,596.0,0.0,1.0,0.0,0.0,0.0,0.003200566105440444,0.0,0.0,644.0,0.0,1.0,0.0,0.0,0.0,0.00023028455484150486,0.0,0.0,660.0,0.0,0.9454397559165955,0.6117241382598877,64.0,3.0,0.23680522352311434,0.0,0.0,1161.0,0.0,0.644957959651947,0.6384563446044922,244.0,94.0,1.46627885654193,0.7513227462768555,0.5378788113594055,330.0,284.0,0.8819797039031982,0.6633479595184326,2.0,91.0,0.5588682456518793,0.8840764164924622,0.9971264600753784,1.0,694.0,1190.0,643.0,0.831250011920929,0.8455818891525269,594.0,1188.0,0.4714908470935894,0.4970363974571228,0.6640271544456482,7604.0,1174.0
