,Epoch,Loss,Person,TN,FP,FN,TP,Individual Avg. Precision,Aggregate Avg. Precision,Individual Accuracy,Individual Precision,Individual Recall,Individual F1-Score,Aggregate Accuracy,Aggregate Precision,Aggregate Recall,Aggregate F1_Score
0,0,0.7414552569389343,92.0,0,89,0,31,0.48797484807593916,0.25596345651110275,0.25833333333333336,0.25833333333333336,1.0,0.41059602649006627,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
1,0,0.7414552569389343,96.0,2,158,0,6,0.10977596980806223,0.25596345651110275,0.04819277108433735,0.036585365853658534,1.0,0.07058823529411765,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
2,0,0.7414552569389343,120.0,0,115,0,6,0.07525218920814718,0.25596345651110275,0.049586776859504134,0.049586776859504134,1.0,0.09448818897637795,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
3,0,0.7414552569389343,48.0,1,50,0,6,0.11273767874983397,0.25596345651110275,0.12280701754385964,0.10714285714285714,1.0,0.19354838709677416,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
4,0,0.7414552569389343,59.0,0,44,0,10,0.16054744066433974,0.25596345651110275,0.18518518518518517,0.18518518518518517,1.0,0.3125,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
5,0,0.7414552569389343,107.0,0,129,0,27,0.32238313753943804,0.25596345651110275,0.17307692307692307,0.17307692307692307,1.0,0.29508196721311475,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
6,0,0.7414552569389343,52.0,0,200,0,10,0.08674246190185497,0.25596345651110275,0.047619047619047616,0.047619047619047616,1.0,0.0909090909090909,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
7,0,0.7414552569389343,109.0,0,126,0,19,0.13223218482928795,0.25596345651110275,0.1310344827586207,0.1310344827586207,1.0,0.23170731707317074,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
8,0,0.7414552569389343,115.0,1,89,0,7,0.21343778534290023,0.25596345651110275,0.08247422680412371,0.07291666666666667,1.0,0.13592233009708737,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
9,0,0.7414552569389343,80.0,0,76,0,80,0.563581475141064,0.25596345651110275,0.5128205128205128,0.5128205128205128,1.0,0.6779661016949152,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
10,0,0.7414552569389343,43.0,0,84,0,9,0.0865613375415363,0.25596345651110275,0.0967741935483871,0.0967741935483871,1.0,0.17647058823529413,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
11,0,0.7414552569389343,64.0,3,108,0,14,0.1967210175692199,0.25596345651110275,0.136,0.11475409836065574,1.0,0.2058823529411765,0.15466666666666667,0.1507032819825854,1.0,0.26193247962747385
12,1,0.7223348021507263,92.0,0,89,0,31,0.5434945008737623,0.3530981163168229,0.25833333333333336,0.25833333333333336,1.0,0.41059602649006627,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
13,1,0.7223348021507263,96.0,11,149,0,6,0.12594660671286056,0.3530981163168229,0.10240963855421686,0.03870967741935484,1.0,0.07453416149068323,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
14,1,0.7223348021507263,120.0,2,113,0,6,0.05513035068165132,0.3530981163168229,0.06611570247933884,0.05042016806722689,1.0,0.096,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
15,1,0.7223348021507263,48.0,0,51,0,6,0.15852431881843648,0.3530981163168229,0.10526315789473684,0.10526315789473684,1.0,0.1904761904761905,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
16,1,0.7223348021507263,59.0,0,44,0,10,0.165328600661813,0.3530981163168229,0.18518518518518517,0.18518518518518517,1.0,0.3125,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
17,1,0.7223348021507263,107.0,0,129,0,27,0.3609506471771209,0.3530981163168229,0.17307692307692307,0.17307692307692307,1.0,0.29508196721311475,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
18,1,0.7223348021507263,52.0,0,200,0,10,0.4217978988508684,0.3530981163168229,0.047619047619047616,0.047619047619047616,1.0,0.0909090909090909,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
19,1,0.7223348021507263,109.0,4,122,0,19,0.16175765114892557,0.3530981163168229,0.15862068965517243,0.1347517730496454,1.0,0.2375,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
20,1,0.7223348021507263,115.0,2,88,0,7,0.216233999690056,0.3530981163168229,0.09278350515463918,0.07368421052631578,1.0,0.1372549019607843,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
21,1,0.7223348021507263,80.0,0,76,0,80,0.6089035853467667,0.3530981163168229,0.5128205128205128,0.5128205128205128,1.0,0.6779661016949152,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
22,1,0.7223348021507263,43.0,9,75,1,8,0.12003277852819283,0.3530981163168229,0.1827956989247312,0.0963855421686747,0.8888888888888888,0.17391304347826086,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
23,1,0.7223348021507263,64.0,3,108,0,14,0.31677738688973944,0.3530981163168229,0.136,0.11475409836065574,1.0,0.2058823529411765,0.17,0.15258855585831063,0.9955555555555555,0.264619019492026
