,Federated Train Loss,Federated Train Accuracy,Federated Test Loss,Federated Test Accuracy
0,0.389153484749794,0.8877999782562256,0.40548418979644774,0.8776166439056396
1,0.2572962844491005,0.9272000193595886,0.2666429308940967,0.9221500158309937
2,0.20525419126451017,0.9409999847412109,0.21396295994122824,0.937250018119812
3,0.1703155376970768,0.9495000243186951,0.17734114732245604,0.9492666721343994
4,0.14592296802550556,0.9577999711036682,0.15068613402793804,0.9575499892234802
5,0.12787824998050928,0.9628000259399414,0.1312770194840928,0.9624833464622498
6,0.11336954231634735,0.9664000272750854,0.11528879885474841,0.9674000144004822
7,0.10216965210810304,0.9696999788284302,0.10365557342121999,0.9704333543777466
8,0.0936017282627523,0.9717000126838684,0.09396713015188773,0.9731500148773193
9,0.08766721564754844,0.9736999869346619,0.0866514078238358,0.9751333594322205
10,0.08200325450636446,0.9745000004768372,0.08045489557894568,0.9767333269119263
11,0.07738250383548438,0.9751999974250793,0.07517442392980059,0.9781666398048401
12,0.07425880056321621,0.9761999845504761,0.07090827170871199,0.9797499775886536
13,0.07026171049829573,0.9775000214576721,0.06658024396821856,0.9806333184242249
14,0.06807720174081623,0.9778000116348267,0.06338641421819727,0.9816833138465881
15,0.06483364598676562,0.9783999919891357,0.060122649709632,0.9827499985694885
16,0.06478682128945365,0.9789000153541565,0.05839061397643139,0.9829666614532471
17,0.06159769597658887,0.9793999791145325,0.05560894499458373,0.9839833378791809
18,0.06038398820254952,0.9803000092506409,0.05335149328146751,0.9845499992370605
19,0.060073231411725284,0.9800999760627747,0.05141283135407915,0.9848166704177856
20,0.05747688307580538,0.9797999858856201,0.04944890007311478,0.9855499863624573
21,0.05769224882312119,0.9800999760627747,0.0481158520149067,0.9859166741371155
22,0.05610916913789697,0.9807999730110168,0.04635374494685481,0.986466646194458
23,0.05543610096825287,0.9811999797821045,0.045025624500898025,0.986549973487854
24,0.05426808924311772,0.9810000061988831,0.04323609323276517,0.9874833226203918
25,0.05336686343715992,0.9815000295639038,0.042086102600380156,0.98785001039505
26,0.05308570612841286,0.9812999963760376,0.04129776843717942,0.9877333045005798
27,0.05121763432000298,0.9825000166893005,0.03987652627103962,0.9884499907493591
28,0.05176616439202335,0.9825000166893005,0.038664734339326,0.9888499975204468
29,0.0511982860539807,0.9825000166893005,0.03761658618434643,0.9891666769981384
