,Epoch,Loss,Person,TN,FP,FN,TP,Individual Avg. Precision,Aggregate Avg. Precision,Individual Accuracy,Individual Precision,Individual Recall,Individual F1-Score,Aggregate Accuracy,Aggregate Precision,Aggregate Recall,Aggregate F1_Score
0,0,0.4452636241912842,109.0,539,1,139,109,0.8921880666014738,0.8717625980648589,0.8223350253807107,0.990909090909091,0.43951612903225806,0.6089385474860336,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
1,0,0.4452636241912842,107.0,425,55,244,536,0.9102764069820382,0.8717625980648589,0.7626984126984127,0.9069373942470389,0.6871794871794872,0.7819110138584974,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
2,0,0.4452636241912842,80.0,32,236,51,1633,0.9560358608263375,0.8717625980648589,0.8529713114754098,0.8737292669876939,0.9697149643705463,0.9192231916690121,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
3,0,0.4452636241912842,59.0,141,59,31,181,0.7941975479700076,0.8717625980648589,0.7815533980582524,0.7541666666666667,0.8537735849056604,0.8008849557522123,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
4,0,0.4452636241912842,64.0,374,37,154,118,0.7423967444597147,0.8717625980648589,0.7203513909224012,0.7612903225806451,0.4338235294117647,0.5526932084309134,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
5,0,0.4452636241912842,115.0,338,36,57,91,0.7684565818465096,0.8717625980648589,0.8218390804597702,0.7165354330708661,0.6148648648648649,0.6618181818181817,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
6,0,0.4452636241912842,52.0,763,12,81,55,0.5460109424494415,0.8717625980648589,0.897914379802415,0.8208955223880597,0.40441176470588236,0.541871921182266,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
7,0,0.4452636241912842,92.0,137,135,70,726,0.8069591876303821,0.8717625980648589,0.8080524344569289,0.8432055749128919,0.9120603015075377,0.8762824381412191,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
8,0,0.4452636241912842,96.0,602,35,114,130,0.7647788974937113,0.8717625980648589,0.8308740068104427,0.7878787878787878,0.5327868852459017,0.6356968215158924,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
9,0,0.4452636241912842,120.0,387,8,103,17,0.5806184391562573,0.8717625980648589,0.7844660194174757,0.68,0.14166666666666666,0.23448275862068965,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
10,0,0.4452636241912842,48.0,248,10,96,44,0.6319618972034106,0.8717625980648589,0.7336683417085427,0.8148148148148148,0.3142857142857143,0.45360824742268047,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
11,0,0.4452636241912842,43.0,322,4,94,62,0.8947612040837617,0.8717625980648589,0.7966804979253111,0.9393939393939394,0.3974358974358974,0.5585585585585585,0.811385737439222,0.8549653579676675,0.75,0.7990502913878696
12,1,0.44210997223854065,109.0,533,7,123,125,0.8936294853476225,0.87403540598986,0.8350253807106599,0.946969696969697,0.5040322580645161,0.6578947368421053,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
13,1,0.44210997223854065,107.0,433,47,263,517,0.9124526799524963,0.87403540598986,0.753968253968254,0.9166666666666666,0.6628205128205128,0.769345238095238,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
14,1,0.44210997223854065,80.0,50,218,54,1630,0.957323157828469,0.87403540598986,0.860655737704918,0.8820346320346321,0.9679334916864608,0.9229898074745186,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
15,1,0.44210997223854065,59.0,141,59,31,181,0.8012219828168502,0.87403540598986,0.7815533980582524,0.7541666666666667,0.8537735849056604,0.8008849557522123,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
16,1,0.44210997223854065,64.0,379,32,153,119,0.7512653225971668,0.87403540598986,0.7291361639824304,0.7880794701986755,0.4375,0.5626477541371159,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
17,1,0.44210997223854065,115.0,336,38,56,92,0.7753404518150672,0.87403540598986,0.8199233716475096,0.7076923076923077,0.6216216216216216,0.6618705035971223,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
18,1,0.44210997223854065,52.0,763,12,81,55,0.5526007222470761,0.87403540598986,0.897914379802415,0.8208955223880597,0.40441176470588236,0.541871921182266,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
19,1,0.44210997223854065,92.0,154,118,78,718,0.8092939856186263,0.87403540598986,0.8164794007490637,0.8588516746411483,0.9020100502512562,0.8799019607843137,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
20,1,0.44210997223854065,96.0,595,42,108,136,0.7675703069935078,0.87403540598986,0.8297389330306469,0.7640449438202247,0.5573770491803278,0.6445497630331753,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
21,1,0.44210997223854065,120.0,385,10,102,18,0.5950886106962189,0.87403540598986,0.7825242718446602,0.6428571428571429,0.15,0.24324324324324323,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
22,1,0.44210997223854065,48.0,249,9,99,41,0.6346223011013363,0.87403540598986,0.7286432160804021,0.82,0.29285714285714287,0.43157894736842106,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
23,1,0.44210997223854065,43.0,321,5,91,65,0.8961736396201071,0.87403540598986,0.8008298755186722,0.9285714285714286,0.4166666666666667,0.5752212389380531,0.8140194489465153,0.8609687936655799,0.7489870340356564,0.8010834236186348
24,2,0.42531365156173706,109.0,520,20,95,153,0.8952248136519323,0.8778330875153344,0.8540609137055838,0.884393063583815,0.6169354838709677,0.7268408551068882,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
25,2,0.42531365156173706,107.0,360,120,133,647,0.9159535882632681,0.8778330875153344,0.7992063492063493,0.8435462842242504,0.8294871794871795,0.8364576599870719,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
26,2,0.42531365156173706,80.0,15,253,21,1663,0.9577037781176337,0.8778330875153344,0.8596311475409836,0.8679540709812108,0.9875296912114014,0.9238888888888889,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
27,2,0.42531365156173706,59.0,121,79,20,192,0.7959891971501132,0.8778330875153344,0.7597087378640777,0.7084870848708487,0.9056603773584906,0.7950310559006211,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
28,2,0.42531365156173706,64.0,349,62,119,153,0.7598097738443153,0.8778330875153344,0.7349926793557833,0.7116279069767442,0.5625,0.6283367556468172,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
29,2,0.42531365156173706,115.0,322,52,48,100,0.7775895514952866,0.8778330875153344,0.8084291187739464,0.6578947368421053,0.6756756756756757,0.6666666666666667,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
30,2,0.42531365156173706,52.0,751,24,67,69,0.5653207604105914,0.8778330875153344,0.9001097694840834,0.7419354838709677,0.5073529411764706,0.6026200873362445,0.821515397082658,0.8184189406099518,0.8263776337115073,0.8223790322580644
