,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_115_FN,subject_115_FP,subject_115_TN,subject_115_TP,subject_115_accuracy,subject_115_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_48_FN,subject_48_FP,subject_48_TN,subject_48_TP,subject_48_accuracy,subject_48_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_64_FN,subject_64_FP,subject_64_TN,subject_64_TP,subject_64_accuracy,subject_64_loss,subject_80_FN,subject_80_FP,subject_80_TN,subject_80_TP,subject_80_accuracy,subject_80_loss,subject_92_FN,subject_92_FP,subject_92_TN,subject_92_TP,subject_92_accuracy,subject_92_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,3.63043475151062,3.1014492511749268,12.840579986572266,12.311594009399414,0.7876136302947998,0.6002237363295122,1.545454502105713,0.12121212482452393,29.939393997192383,0.27272728085517883,0.9481939077377319,0.20736590326505186,0.0,9.625,22.0,0.0,0.687252938747406,0.6281832171523053,0.30434781312942505,12.17391300201416,16.869565963745117,2.13043475151062,0.6042817831039429,0.8225149882761813,3.2941176891326904,9.117647171020508,11.588234901428223,7.764705657958984,0.6101852059364319,0.8448273005308928,0.0,0.0,31.733333587646484,0.0,1.0,0.002369477468378404,0.0,0.0,30.85714340209961,0.0,1.0,0.009992466273683089,0.0,0.0,32.0,0.0,0.9992559552192688,0.03265858077931972,0.0,5.666666507720947,25.88888931274414,0.0,0.8116196990013123,0.43578810717018557,16.153846740722656,0.0,12.615385055541992,2.461538553237915,0.4839901626110077,1.9759610815001238,0.0,25.266666412353516,6.733333110809326,0.0,0.22604165971279144,1.2604809363683065,1.4774435758590698,2.8947367668151855,26.037593841552734,1.4849624633789062,0.8613272309303284,0.3485009155707335
