,FN,FP,TN,TP,accuracy,loss,subject_107_FN,subject_107_FP,subject_107_TN,subject_107_TP,subject_107_accuracy,subject_107_loss,subject_109_FN,subject_109_FP,subject_109_TN,subject_109_TP,subject_109_accuracy,subject_109_loss,subject_120_FN,subject_120_FP,subject_120_TN,subject_120_TP,subject_120_accuracy,subject_120_loss,subject_43_FN,subject_43_FP,subject_43_TN,subject_43_TP,subject_43_accuracy,subject_43_loss,subject_52_FN,subject_52_FP,subject_52_TN,subject_52_TP,subject_52_accuracy,subject_52_loss,subject_96_FN,subject_96_FP,subject_96_TN,subject_96_TP,subject_96_accuracy,subject_96_loss,val_FN,val_FP,val_TN,val_TP,val_accuracy,val_loss
0,4.6533331871032715,2.759999990463257,13.239999771118164,11.34666633605957,0.7669791579246521,0.6309372655550639,0.0,0.0,31.578947067260742,0.0,1.0,0.0013418594856436053,0.0,0.0,31.076923370361328,0.0,1.0,0.009249184926105018,0.0,0.4117647111415863,31.352941513061523,0.0,0.9842592477798462,0.12876810679833095,0.0,0.0,30.545454025268555,0.0,1.0,0.010089517393637271,0.0,1.75,30.049999237060547,0.0,0.9402515888214111,0.1481928510485955,0.0,0.75,30.25,0.0,0.9717742204666138,0.08597575069709856,0.0,0.38655462861061096,31.445377349853516,0.0,0.9881203770637512,0.04609188503451024
