,Epoch,Loss,Session,Person,TN,FP,FN,TP,Individual Avg. Precision,Aggregate Avg. Precision,Individual Accuracy,Individual Precision,Individual Recall,Individual F1-Score,Aggregate Accuracy,Aggregate Precision,Aggregate Recall,Aggregate F1_Score,Shard
35,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,43.0,92,0,0,0,,0.7916562958947787,1.0,,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
36,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,120.0,41,31,22,118,0.9195419075487521,0.7916562958947787,0.75,0.7919463087248322,0.8428571428571429,0.8166089965397922,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
37,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,80.0,49,14,81,271,0.9648432018462183,0.7916562958947787,0.7710843373493976,0.9508771929824561,0.7698863636363636,0.8508634222919937,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
38,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,107.0,195,1,28,14,0.8443424431704674,0.7916562958947787,0.8781512605042017,0.9333333333333333,0.3333333333333333,0.4912280701754386,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
39,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,96.0,230,0,0,0,,0.7916562958947787,1.0,,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
40,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,109.0,214,0,0,0,,0.7916562958947787,1.0,,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
41,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,92.0,183,10,0,0,,0.7916562958947787,0.9481865284974094,0.0,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
42,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,115.0,137,8,34,1,0.2727233601783986,0.7916562958947787,0.7666666666666667,0.1111111111111111,0.02857142857142857,0.04545454545454545,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
43,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,48.0,156,0,0,0,,0.7916562958947787,1.0,,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
44,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,52.0,146,0,0,0,,0.7916562958947787,1.0,,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
45,0,"tf.Tensor(0.31354535, shape=(), dtype=float32)",3,64.0,68,67,0,0,,0.7916562958947787,0.5037037037037037,0.0,,,0.8661239258254184,0.7551401869158878,0.7100175746924429,0.7318840579710144,0.0
46,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,107.0,158,10,488,97,0.8441370305636059,0.8249909202494797,0.3386454183266932,0.9065420560747663,0.1658119658119658,0.28034682080924855,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
47,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,80.0,33,134,77,391,0.8033730664723315,0.8249909202494797,0.6677165354330709,0.7447619047619047,0.8354700854700855,0.7875125881168178,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
48,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,109.0,158,0,0,0,,0.8249909202494797,1.0,,,,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
49,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,64.0,125,42,26,180,0.9251728752113202,0.8249909202494797,0.8176943699731903,0.8108108108108109,0.8737864077669902,0.8411214953271028,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
50,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,92.0,99,59,5,500,0.9780672966737401,0.8249909202494797,0.9034690799396682,0.8944543828264758,0.9900990099009901,0.9398496240601503,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
51,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,115.0,168,7,6,33,0.9369854260440336,0.8249909202494797,0.9392523364485982,0.825,0.8461538461538461,0.8354430379746836,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
52,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,52.0,117,0,0,0,,0.8249909202494797,1.0,,,,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
53,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,96.0,191,0,79,0,0.8794937571145187,0.8249909202494797,0.7074074074074074,,0.0,,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
54,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,43.0,100,0,149,4,0.9435185902151435,0.8249909202494797,0.41106719367588934,1.0,0.026143790849673203,0.05095541401273886,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
55,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,48.0,63,2,0,0,,0.8249909202494797,0.9692307692307692,0.0,,,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
56,0,"tf.Tensor(0.7515067, shape=(), dtype=float32)",4,120.0,64,4,0,0,,0.8249909202494797,0.9411764705882353,0.0,,,0.6951527038386103,0.82365003417635,0.5921375921375921,0.6889651229273871,0.0
57,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,80.0,30,7,435,150,0.9523454695718372,0.5470152702285688,0.28938906752411575,0.9554140127388535,0.2564102564102564,0.40431266846361186,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
58,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,107.0,268,13,0,0,,0.5470152702285688,0.9537366548042705,0.0,,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
59,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,120.0,91,67,0,0,,0.5470152702285688,0.5759493670886076,0.0,,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
60,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,96.0,251,4,0,0,,0.5470152702285688,0.984313725490196,0.0,,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
61,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,52.0,191,0,0,0,,0.5470152702285688,1.0,,,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
62,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,48.0,152,0,131,0,0.47597258611987436,0.5470152702285688,0.5371024734982333,,0.0,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
63,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,109.0,243,0,89,0,0.5558577770245856,0.5470152702285688,0.7319277108433735,,0.0,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
64,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,64.0,142,8,0,0,,0.5470152702285688,0.9466666666666667,0.0,,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
65,0,"tf.Tensor(0.7188975, shape=(), dtype=float32)",5,43.0,88,0,0,0,,0.5470152702285688,1.0,,,,0.6805084745762712,0.6024096385542169,0.18633540372670807,0.2846299810246679,0.0
66,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,43.0,101,0,0,0,,0.6829997914054655,1.0,,,,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
67,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,120.0,124,16,0,0,,0.6829997914054655,0.8857142857142857,0.0,,,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
68,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,96.0,128,1,258,92,0.9664060917759016,0.6829997914054655,0.4592901878914405,0.989247311827957,0.26285714285714284,0.41534988713318277,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
69,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,52.0,185,0,32,0,0.5661344018718184,0.6829997914054655,0.8525345622119815,,0.0,,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
70,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,80.0,58,106,16,167,0.7693050784389039,0.6829997914054655,0.6484149855907781,0.6117216117216118,0.912568306010929,0.7324561403508772,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
71,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,109.0,147,0,0,0,,0.6829997914054655,1.0,,,,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
72,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,107.0,109,0,0,0,,0.6829997914054655,1.0,,,,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
73,0,"tf.Tensor(0.55968976, shape=(), dtype=float32)",6,48.0,70,1,0,0,,0.6829997914054655,0.9859154929577465,0.0,,,0.7330850403476101,0.6762402088772846,0.4584070796460177,0.5464135021097046,0.0
74,0,"tf.Tensor(0.084148675, shape=(), dtype=float32)",7,109.0,177,0,0,0,,,1.0,,,,0.9925465838509316,0.0,,,0.0
75,0,"tf.Tensor(0.084148675, shape=(), dtype=float32)",7,96.0,165,0,0,0,,,1.0,,,,0.9925465838509316,0.0,,,0.0
76,0,"tf.Tensor(0.084148675, shape=(), dtype=float32)",7,52.0,135,0,0,0,,,1.0,,,,0.9925465838509316,0.0,,,0.0
77,0,"tf.Tensor(0.084148675, shape=(), dtype=float32)",7,107.0,134,0,0,0,,,1.0,,,,0.9925465838509316,0.0,,,0.0
78,0,"tf.Tensor(0.084148675, shape=(), dtype=float32)",7,120.0,109,5,0,0,,,0.956140350877193,0.0,,,0.9925465838509316,0.0,,,0.0
79,0,"tf.Tensor(0.084148675, shape=(), dtype=float32)",7,43.0,79,1,0,0,,,0.9875,0.0,,,0.9925465838509316,0.0,,,0.0
80,0,"tf.Tensor(0.6557437, shape=(), dtype=float32)",8,52.0,351,28,94,5,0.353035361389665,0.33464792005698935,0.7447698744769874,0.15151515151515152,0.050505050505050504,0.07575757575757576,0.8038049940546967,0.15151515151515152,0.035211267605633804,0.05714285714285714,0.0
81,0,"tf.Tensor(0.6557437, shape=(), dtype=float32)",8,96.0,229,0,43,0,0.29836975735106136,0.33464792005698935,0.8419117647058824,,0.0,,0.8038049940546967,0.15151515151515152,0.035211267605633804,0.05714285714285714,0.0
82,0,"tf.Tensor(0.6557437, shape=(), dtype=float32)",8,43.0,91,0,0,0,,0.33464792005698935,1.0,,,,0.8038049940546967,0.15151515151515152,0.035211267605633804,0.05714285714285714,0.0
83,0,"tf.Tensor(0.18746106, shape=(), dtype=float32)",9,52.0,366,0,42,98,0.9614776026920778,0.9614776026920778,0.9169960474308301,1.0,0.7,0.8235294117647058,0.9169960474308301,1.0,0.7,0.8235294117647058,0.0
