,accuracy,auc,false_negatives,false_positives,loss,pr,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_pr,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.9596651196479797,0.9892289042472839,165.0,153.0,0.1445037442406442,0.9877514839172363,0.9610489010810852,0.9581218361854553,3791.0,3775.0,0.8904665112495422,0.9540091156959534,125.0,91.0,0.279603104864608,0.9482996463775635,0.9065708518028259,0.8759920597076416,873.0,883.0
1,0.965753436088562,0.9929113984107971,140.0,130.0,0.12741342169161318,0.9919852018356323,0.9669210910797119,0.9644669890403748,3814.0,3800.0,0.8889452219009399,0.9544016122817993,126.0,93.0,0.2777143947734794,0.9489405751228333,0.9046154022216797,0.875,871.0,882.0
2,0.97374427318573,0.995643675327301,104.0,103.0,0.11302903610957812,0.9954590797424316,0.973851203918457,0.9736040830612183,3841.0,3836.0,0.8960446119308472,0.9574878811836243,89.0,116.0,0.2668188170777373,0.9536422491073608,0.8879227042198181,0.9117063283920288,848.0,919.0
3,0.9778031706809998,0.9971235990524292,94.0,81.0,0.10197947894420072,0.9970521926879883,0.979373574256897,0.9761421084403992,3863.0,3846.0,0.8848884105682373,0.955638587474823,163.0,64.0,0.29098484228397237,0.9481562972068787,0.9295929670333862,0.8382936716079712,900.0,845.0
4,0.9803399443626404,0.9977846145629883,76.0,79.0,0.09546315289546184,0.9976885318756104,0.9799644947052002,0.9807106852531433,3865.0,3864.0,0.8950304388999939,0.9579262733459473,81.0,126.0,0.26908053237090973,0.9536753296852112,0.8803418874740601,0.9196428656578064,838.0,927.0
5,0.9833840727806091,0.998685896396637,64.0,67.0,0.08599607990832574,0.9986809492111206,0.9830078482627869,0.9837563633918762,3877.0,3876.0,0.8940162062644958,0.9554060697555542,95.0,114.0,0.2719739568523655,0.951682448387146,0.8889970779418945,0.9057539701461792,850.0,913.0
6,0.9850329756736755,0.9989245533943176,62.0,56.0,0.08192406773174069,0.998934805393219,0.9857650995254517,0.9842639565467834,3888.0,3878.0,0.8985801339149475,0.957801342010498,114.0,86.0,0.26592103390374483,0.95169997215271,0.9122449159622192,0.886904776096344,878.0,894.0
7,0.9873160719871521,0.999355137348175,54.0,46.0,0.07430998906152977,0.9993501305580139,0.9883010983467102,0.9862943887710571,3898.0,3886.0,0.8980730175971985,0.9596800208091736,93.0,108.0,0.2593244729491808,0.952659010887146,0.8944281339645386,0.9077380895614624,856.0,915.0
8,0.9915017485618591,0.9996382594108582,28.0,39.0,0.06986545332490582,0.999646008014679,0.9901290535926819,0.992893397808075,3905.0,3912.0,0.9011155962944031,0.9580832719802856,102.0,93.0,0.26293646158843204,0.9527584314346313,0.9069069027900696,0.898809552192688,871.0,906.0
9,0.9901065230369568,0.9996150135993958,44.0,34.0,0.0671589520983379,0.9996085166931152,0.9913486242294312,0.9888324737548828,3910.0,3896.0,0.8995943069458008,0.9587428569793701,109.0,89.0,0.2629216929357385,0.9529896974563599,0.909919023513794,0.891865074634552,875.0,899.0
