,Epoch,Loss,Person,TN,FP,FN,TP,Individual Avg. Precision,Aggregate Avg. Precision,Individual Accuracy,Individual Precision,Individual Recall,Individual F1-Score,Aggregate Accuracy,Aggregate Precision,Aggregate Recall,Aggregate F1_Score
0,0,0.684363603591919,43.0,56,0,23,1,0.9312773556659426,0.5888109534851195,0.7125,1.0,0.041666666666666664,0.07999999999999999,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
1,0,0.684363603591919,59.0,28,2,16,7,0.6108918745275275,0.5888109534851195,0.660377358490566,0.7777777777777778,0.30434782608695654,0.43750000000000006,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
2,0,0.684363603591919,115.0,43,10,15,13,0.6628185000107971,0.5888109534851195,0.691358024691358,0.5652173913043478,0.4642857142857143,0.5098039215686274,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
3,0,0.684363603591919,52.0,124,2,10,8,0.663717957817223,0.5888109534851195,0.9166666666666666,0.8,0.4444444444444444,0.5714285714285714,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
4,0,0.684363603591919,109.0,78,0,36,5,0.7704209849542544,0.5888109534851195,0.6974789915966386,1.0,0.12195121951219512,0.21739130434782605,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
5,0,0.684363603591919,80.0,40,0,246,14,0.9565874681502227,0.5888109534851195,0.18,1.0,0.05384615384615385,0.10218978102189781,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
6,0,0.684363603591919,107.0,66,0,100,0,0.8115889096094104,0.5888109534851195,0.39759036144578314,,0.0,,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
7,0,0.684363603591919,120.0,73,2,13,3,0.44749213210585115,0.5888109534851195,0.8351648351648352,0.6,0.1875,0.2857142857142857,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
8,0,0.684363603591919,92.0,50,1,101,1,0.8578207509087826,0.5888109534851195,0.3333333333333333,0.5,0.00980392156862745,0.019230769230769232,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
9,0,0.684363603591919,64.0,66,0,29,3,0.5511419041005696,0.5888109534851195,0.7040816326530612,1.0,0.09375,0.17142857142857143,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
10,0,0.684363603591919,96.0,109,4,29,10,0.7292341608095196,0.5888109534851195,0.7828947368421053,0.7142857142857143,0.2564102564102564,0.3773584905660377,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
11,0,0.684363603591919,48.0,44,0,19,0,0.5765877066899934,0.5888109534851195,0.6984126984126984,,0.0,,0.5613333333333334,0.7558139534883721,0.09259259259259259,0.1649746192893401
12,1,0.6831518411636353,43.0,56,0,23,1,0.9263690752981033,0.6009530334898008,0.7125,1.0,0.041666666666666664,0.07999999999999999,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
13,1,0.6831518411636353,59.0,28,2,16,7,0.6035694570860811,0.6009530334898008,0.660377358490566,0.7777777777777778,0.30434782608695654,0.43750000000000006,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
14,1,0.6831518411636353,115.0,46,7,15,13,0.6984121298312121,0.6009530334898008,0.7283950617283951,0.65,0.4642857142857143,0.5416666666666667,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
15,1,0.6831518411636353,52.0,124,2,10,8,0.6600247166963709,0.6009530334898008,0.9166666666666666,0.8,0.4444444444444444,0.5714285714285714,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
16,1,0.6831518411636353,109.0,77,1,34,7,0.7620389278968868,0.6009530334898008,0.7058823529411765,0.875,0.17073170731707318,0.28571428571428575,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
17,1,0.6831518411636353,80.0,40,0,236,24,0.960731571070516,0.6009530334898008,0.21333333333333335,1.0,0.09230769230769231,0.16901408450704225,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
18,1,0.6831518411636353,107.0,66,0,100,0,0.7965375013666338,0.6009530334898008,0.39759036144578314,,0.0,,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
19,1,0.6831518411636353,120.0,73,2,12,4,0.4253217805067582,0.6009530334898008,0.8461538461538461,0.6666666666666666,0.25,0.36363636363636365,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
20,1,0.6831518411636353,92.0,50,1,101,1,0.869452818316775,0.6009530334898008,0.3333333333333333,0.5,0.00980392156862745,0.019230769230769232,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
21,1,0.6831518411636353,64.0,66,0,29,3,0.5350451536219216,0.6009530334898008,0.7040816326530612,1.0,0.09375,0.17142857142857143,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
22,1,0.6831518411636353,96.0,108,5,24,15,0.7567000705641874,0.6009530334898008,0.8092105263157895,0.75,0.38461538461538464,0.5084745762711865,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
23,1,0.6831518411636353,48.0,44,0,19,0,0.6049190049598805,0.6009530334898008,0.6984126984126984,,0.0,,0.574,0.8058252427184466,0.11823361823361823,0.2062111801242236
