,accuracy,auc,false_negatives,false_positives,loss,precision,recall,true_negatives,true_positives,val_accuracy,val_auc,val_false_negatives,val_false_positives,val_loss,val_precision,val_recall,val_true_negatives,val_true_positives
0,0.6566666960716248,0.7264004945755005,469.0,1179.0,0.6222265990575154,0.6209003329277039,0.8045833110809326,1221.0,1931.0,0.10042735189199448,0.6105918288230896,0.0,1684.0,1.1137620923865554,0.10042735189199448,1.0,0.0,188.0
1,0.8164583444595337,0.9040541052818298,331.0,550.0,0.4420850525299708,0.7899962067604065,0.8620833158493042,1850.0,2069.0,0.10042735189199448,0.7434000372886658,0.0,1684.0,1.2101514777566633,0.10042735189199448,1.0,0.0,188.0
2,0.8733333349227905,0.9472471475601196,263.0,345.0,0.3617638317743937,0.8609991669654846,0.89041668176651,2055.0,2137.0,0.10844016820192337,0.8710185885429382,1.0,1668.0,1.2039423100968711,0.10080862790346146,0.9946808218955994,16.0,187.0
3,0.9004166722297668,0.9656680822372437,214.0,264.0,0.31132932017246884,0.8922448754310608,0.9108333587646484,2136.0,2186.0,0.25961539149284363,0.9124978184700012,3.0,1383.0,1.0705903238720365,0.11798469722270966,0.9840425252914429,301.0,185.0
4,0.9195833206176758,0.9742554426193237,183.0,203.0,0.27761587768793106,0.9161157011985779,0.9237499833106995,2197.0,2217.0,0.5293803215026855,0.9308004975318909,6.0,875.0,0.8028459747632345,0.17218543589115143,0.9680851101875305,809.0,182.0
5,0.9352083206176758,0.983140766620636,149.0,162.0,0.24459699918826422,0.9328636527061462,0.9379166960716248,2238.0,2251.0,0.5918803215026855,0.9345245957374573,7.0,757.0,0.7260649912377708,0.19296374917030334,0.9627659320831299,927.0,181.0
6,0.9452083110809326,0.9874942898750305,131.0,132.0,0.22126957128445307,0.9450228810310364,0.9454166889190674,2268.0,2269.0,0.5747863054275513,0.9384270906448364,5.0,791.0,0.7829193263991266,0.18788501620292664,0.9734042286872864,893.0,183.0
7,0.95291668176651,0.9904211759567261,107.0,119.0,0.20115196461478868,0.9506633281707764,0.9554166793823242,2281.0,2293.0,0.5801281929016113,0.9359332919120789,8.0,778.0,0.7921046599363669,0.18789143860340118,0.957446813583374,906.0,180.0
8,0.9604166746139526,0.9939731955528259,89.0,101.0,0.18191596155365308,0.9581260085105896,0.9629166722297668,2299.0,2311.0,0.5117521286010742,0.9373058080673218,4.0,910.0,0.9159782584915813,0.1681901216506958,0.978723406791687,774.0,184.0
9,0.9708333611488342,0.9946783781051636,67.0,73.0,0.16686199565728504,0.9696592092514038,0.972083330154419,2327.0,2333.0,0.620726466178894,0.9350630640983582,8.0,702.0,0.7195942279620048,0.20408163964748383,0.957446813583374,982.0,180.0
10,0.9722916483879089,0.9958429336547852,61.0,72.0,0.154466781715552,0.9701368808746338,0.9745833277702332,2328.0,2339.0,0.5389957427978516,0.9358780384063721,4.0,859.0,0.9123482174343533,0.17641419172286987,0.978723406791687,825.0,184.0
11,0.9750000238418579,0.9970194101333618,54.0,66.0,0.14481651624043781,0.9726368188858032,0.9775000214576721,2334.0,2346.0,0.5705128312110901,0.9364608526229858,7.0,797.0,0.8457450296124841,0.18507157266139984,0.9627659320831299,887.0,181.0
12,0.9764583110809326,0.9970253109931946,46.0,67.0,0.1382061506311099,0.9723255038261414,0.9808333516120911,2333.0,2354.0,0.5566239356994629,0.9341455101966858,8.0,822.0,0.8749887785340986,0.1796407252550125,0.957446813583374,862.0,180.0
13,0.9802083373069763,0.998028576374054,37.0,58.0,0.12443919365604718,0.9760429859161377,0.98458331823349,2342.0,2363.0,0.5555555820465088,0.9318223595619202,8.0,824.0,0.9417303989076207,0.17928287386894226,0.957446813583374,860.0,180.0
14,0.9847916960716248,0.998711109161377,36.0,37.0,0.1135430164138476,0.9845897555351257,0.9850000143051147,2363.0,2364.0,0.5544871687889099,0.934693455696106,8.0,826.0,0.911448097636557,0.17892643809318542,0.957446813583374,858.0,180.0
