,Aggregate Accuracy,Aggregate Avg. Precision,Aggregate F1_Score,Aggregate Precision,Aggregate Recall,Epoch,FN,FP,Individual Accuracy,Individual Avg. Precision,Individual F1-Score,Individual Precision,Individual Recall,Loss,Person,Session,TN,TP
0,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,33,0,0.65625,0.7012872059736611,,,0.0,1.4882396459579468,43.0,0,63,0
1,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.04576876759529114,48.0,0,96,0
2,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,35,0.9005681818181818,0.9239171924090401,0.47761194029850745,0.3137254901960784,1.0,0.3540905714035034,52.0,0,301,16
3,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,362,0.057291666666666664,,,0.0,,3.481534719467163,59.0,0,22,0
4,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,14,19,0.9140625,0.8486263805031381,0.7401574803149605,0.7121212121212122,0.7704918032786885,0.26489660143852234,64.0,0,304,47
5,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,48,0.8333333333333334,0.9970221875421899,0.908745247148289,0.8327526132404182,1.0,0.43457266688346863,80.0,0,1,239
6,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,295,0.34151785714285715,0.29436959936344687,0.43159922928709055,0.2751842751842752,1.0,3.6028950214385986,92.0,0,41,112
7,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,16,0.9285714285714286,,,0.0,,0.22127915918827057,96.0,0,208,0
8,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,8,0,0.9642857142857143,0.05064541293977184,,,0.0,0.1615833044052124,107.0,0,216,0
9,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.032142553478479385,109.0,0,224,0
10,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,161,0.5807291666666666,0.6402853260869564,0.14814814814814814,0.08,1.0,0.7024197578430176,115.0,0,209,14
11,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,96,0.7272727272727273,0.9092228451225719,0.36,0.21951219512195122,1.0,0.5715811252593994,120.0,0,229,27
12,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.0004930913564749062,43.0,1,160,0
13,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,2,22,0.85,0.7697264736243683,0.7333333333333334,0.6,0.9428571428571428,0.37220796942710876,48.0,1,103,33
14,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.029889369383454323,52.0,1,160,0
15,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,143,0.59375,0.9702230986342706,0.6361323155216285,0.4664179104477612,1.0,0.7222254872322083,59.0,1,84,125
16,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,1,148,0.4826388888888889,0.13350219128894392,0.15819209039548024,0.08641975308641975,0.9333333333333333,0.8813199400901794,64.0,1,125,14
17,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,100,0.5535714285714286,0.41518733959459386,0.7126436781609196,0.5535714285714286,1.0,2.7173542976379395,80.0,1,0,124
18,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,1,23,0.875,0.7817696411665074,0.9333333333333333,0.8795811518324608,0.9940828402366864,0.6352023482322693,92.0,1,0,168
19,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,6,0.9732142857142857,,,0.0,,0.15237943828105927,96.0,1,218,0
20,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.016077624633908272,107.0,1,224,0
21,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,124,0,0.5694444444444444,0.9271825408919352,0.1842105263157895,1.0,0.10144927536231885,0.7189827561378479,109.0,1,150,14
22,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,69,0.56875,,,0.0,,0.7386610507965088,115.0,1,91,0
23,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,2,0.9930555555555556,,,0.0,,0.2042938619852066,120.0,1,286,0
24,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.0007612792542204261,43.0,2,160,0
25,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.018727969378232956,48.0,2,32,0
26,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,0,1.0,,,,,0.05926184728741646,52.0,2,192,0
27,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,60,0.7916666666666666,0.8009908936848592,0.34782608695652173,0.21052631578947367,1.0,0.441752552986145,64.0,2,212,16
28,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,1,125,0.6420454545454546,0.7729789870019381,0.6557377049180328,0.4897959183673469,0.9917355371900827,0.8833587765693665,80.0,2,106,120
29,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,194,0.13392857142857142,,,0.0,,1.7576732635498047,92.0,2,30,0
30,0.7905759162303665,0.5184059476610461,0.5323916220165611,0.41167608286252355,0.7532736044107512,0,0,27,0.90625,,,0.0,,0.2437727153301239,96.0,2,261,0
