,Epoch,Loss,Aggregate Accuracy,Aggregate Recall,Aggregate Precision,Aggregate Avg. Precision,TP,TN,FP,FN,Aggregate F1_Score,Shard
0,0,0.7871010303497314,0.7157617504051864,0.6817260940032415,0.7315217391304348,0.7594234217357796,3365,3701,1235,1571,0.705746644295302,0.0
