,Epoch,Loss,Aggregate Accuracy,Aggregate Recall,Aggregate Precision,Aggregate Avg. Precision,TP,TN,FP,FN,Aggregate F1_Score,Shard
0,0,1.5926636457443237,0.6931726094003241,0.6225688816855753,0.7249351262090116,0.7436063827307382,3073,3770,1166,1863,0.6698637602179837,0.0
